N	Axis1	Axis2	Axis3	Axis4	Axis5	color	text
507	0.217517583	0.025212031	0.325485674	0.031117072	-0.004094519	"#9c81c1"	amay
497	0.076699808	0.121328419	-0.04579956	0.019212326	-0.075847029	"#9c81c1"	amay
535	0.158471967	-0.043675175	0.199793105	-0.019884708	0.049784141	"#9c81c1"	amay
534	0.072731404	0.117219449	-0.04429658	0.016925069	-0.078976026	"#9c81c1"	amay
539	0.221889404	0.027846332	0.332600267	0.032718445	-0.00403129	"#9c81c1"	amay
514	0.218460143	0.029342054	0.322796788	0.034083733	-0.00484071	"#9c81c1"	amay
508	0.214458655	0.024019706	0.323718108	0.033319475	-0.00601591	"#9c81c1"	amay
495	0.21144826	0.025928299	0.319536283	0.032066185	-0.003707272	"#9c81c1"	amay
519	0.222692588	0.027113465	0.326326894	0.033453433	-0.004576677	"#9c81c1"	amay
1626	-0.018565924	-0.06921186	-0.055475811	0.08707324	-0.004726201	"#ff7f00"	chomat
1631	0.089156057	-0.0700246	-0.093141116	-0.026283397	0.037679039	"#ff7f00"	chomat
1340	0.052526349	0.522268568	-0.093130289	0.063536845	0.40266219	"#e41a1c"	bukasovii
1317	0.022154557	-0.087181577	-0.064239083	-0.020000843	0.043028061	"#e41a1c"	bukasovii
1341	0.02584493	-0.092199502	-0.07095265	-0.025159431	0.04752863	"#e41a1c"	bukasovii
1329	0.01381379	-0.090586136	-0.059314931	-0.029690397	0.047977063	"#e41a1c"	bukasovii
1333	-0.008514802	0.012088914	-0.047824993	0.271127873	-0.079565967	"#e41a1c"	bukasovii
1332	-0.015103623	0.007310173	-0.042758137	0.272114455	-0.076240307	"#e41a1c"	bukasovii
1328	0.05235294	0.519293719	-0.092317989	0.063110087	0.401664637	"#e41a1c"	bukasovii
1335	0.056148926	0.527026187	-0.093581398	0.064726016	0.41037811	"#e41a1c"	bukasovii
1323	-0.024518823	0.173901417	-0.068780291	0.273359263	0.080105624	"#e41a1c"	bukasovii
1338	0.054252366	0.52609426	-0.093608689	0.066236601	0.405939379	"#e41a1c"	bukasovii
1334	-0.019658436	0.008599327	-0.04209621	0.270865705	-0.079028818	"#e41a1c"	bukasovii
1337	0.053466345	0.526365502	-0.092767651	0.064717427	0.40670183	"#e41a1c"	bukasovii
1320	-0.016408215	0.008070021	-0.043769664	0.273680836	-0.07870108	"#e41a1c"	bukasovii
1316	0.052412183	0.519834584	-0.09143861	0.064935964	0.402533434	"#e41a1c"	bukasovii
1324	0.056706571	0.526953021	-0.093034441	0.064976534	0.40945729	"#e41a1c"	bukasovii
1318	0.01374552	-0.088728279	-0.063868455	-0.020418527	0.045229982	"#e41a1c"	bukasovii
1327	-0.020094729	0.007404787	-0.0372812	0.285158297	-0.083856649	"#e41a1c"	bukasovii
1321	-0.009083075	0.012032145	-0.041987973	0.254385237	-0.069924279	"#e41a1c"	bukasovii
1325	0.052633968	0.525049445	-0.092572894	0.064776991	0.406965477	"#e41a1c"	bukasovii
1322	0.06097146	0.54113669	-0.094933648	0.063184531	0.416855141	"#e41a1c"	bukasovii
1331	-0.018954907	0.005342313	-0.039928965	0.277762564	-0.080797666	"#e41a1c"	bukasovii
1336	0.056352317	0.527812879	-0.092684344	0.064572379	0.41047414	"#e41a1c"	bukasovii
1330	0.021840004	-0.091657177	-0.067696186	-0.023203106	0.04727671	"#e41a1c"	bukasovii
1326	0.054365081	0.525751428	-0.094345964	0.064824732	0.404483719	"#e41a1c"	bukasovii
1339	-0.009464575	0.008870455	-0.045612385	0.268965323	-0.076581734	"#e41a1c"	bukasovii
1172	-0.009763025	-0.002547034	-0.022731185	0.245398896	-0.061894896	"#e41a1c"	bukasovii
1196	-0.009551267	-0.00543738	-0.026948683	0.243012693	-0.061266351	"#e41a1c"	bukasovii
1173	-0.004053343	0.000685816	-0.022012762	0.237490025	-0.060402684	"#e41a1c"	bukasovii
1197	0.001545667	0.006577419	-0.030663509	0.251749283	-0.059015755	"#e41a1c"	bukasovii
1217	-0.008268865	-0.000985904	-0.024910756	0.249918932	-0.061761806	"#e41a1c"	bukasovii
1135	-0.00626955	-0.000928922	-0.024865275	0.245421888	-0.060463257	"#e41a1c"	bukasovii
1218	-0.009320378	-0.000510663	-0.018638675	0.256214259	-0.064102074	"#e41a1c"	bukasovii
1161	-0.007479607	0.006855187	-0.02147924	0.241576187	-0.063061054	"#e41a1c"	bukasovii
1171	-0.006875622	0.003872912	-0.022541828	0.261031784	-0.066852875	"#e41a1c"	bukasovii
1219	-0.009793203	0.001407309	-0.022137542	0.244326752	-0.064454625	"#e41a1c"	bukasovii
1147	-0.006350771	-0.000691691	-0.023817322	0.249114572	-0.06295669	"#e41a1c"	bukasovii
1160	0.001077335	0.00303231	-0.025942791	0.24277262	-0.062116591	"#e41a1c"	bukasovii
1004	-0.006599465	0.002258171	-0.042499549	0.28698962	-0.078624236	"#e41a1c"	bukasovii
980	0.001149527	0.014326052	-0.04969601	0.32027264	-0.082642547	"#e41a1c"	bukasovii
992	-0.010377366	0.009967889	-0.044914394	0.312011779	-0.0835691	"#e41a1c"	bukasovii
943	-0.008985008	0.010408786	-0.044876172	0.293663888	-0.083643699	"#e41a1c"	bukasovii
1003	-0.010761734	0.010740006	-0.042660128	0.298560924	-0.083553029	"#e41a1c"	bukasovii
1026	-0.013953395	0.009382362	-0.042579424	0.293945433	-0.085309648	"#e41a1c"	bukasovii
979	-0.0115395	0.008429339	-0.038596827	0.294049855	-0.083687921	"#e41a1c"	bukasovii
957	-0.012989934	0.007888764	-0.042703689	0.309625163	-0.087706247	"#e41a1c"	bukasovii
1025	-0.011083046	0.008629428	-0.038118287	0.289762632	-0.08417461	"#e41a1c"	bukasovii
956	-0.011330853	0.009481247	-0.046829972	0.309692251	-0.086722982	"#e41a1c"	bukasovii
944	-0.0090014	0.012070701	-0.041984485	0.297181433	-0.083968275	"#e41a1c"	bukasovii
999	-0.012812006	0.012058303	-0.042762817	0.310666079	-0.086679339	"#e41a1c"	bukasovii
1014	-0.008944377	0.012469926	-0.043298573	0.30184661	-0.084015663	"#e41a1c"	bukasovii
1015	-0.001903373	0.012540181	-0.042541247	0.287393854	-0.082765356	"#e41a1c"	bukasovii
955	-0.005056885	0.012291588	-0.04085044	0.29511079	-0.085503562	"#e41a1c"	bukasovii
967	-0.007498917	0.012174611	-0.041305088	0.298972786	-0.084864816	"#e41a1c"	bukasovii
987	-0.003605802	0.012338466	-0.040185692	0.292561653	-0.083676164	"#e41a1c"	bukasovii
981	-0.014057406	0.008130595	-0.042509445	0.296327004	-0.084836602	"#e41a1c"	bukasovii
1022	-0.011791985	0.011405191	-0.044742041	0.2987888	-0.086109416	"#e41a1c"	bukasovii
945	-0.002663359	0.014593983	-0.048107975	0.307159977	-0.085480914	"#e41a1c"	bukasovii
1011	-0.010301339	0.008297784	-0.045956873	0.306701583	-0.084746441	"#e41a1c"	bukasovii
968	-0.00304896	0.012432904	-0.044781279	0.30947891	-0.086589892	"#e41a1c"	bukasovii
969	-0.005578279	0.007915493	-0.04246146	0.298626349	-0.084451617	"#e41a1c"	bukasovii
991	-0.00646937	0.011284179	-0.043279674	0.2920436	-0.085998394	"#e41a1c"	bukasovii
1170	0.000767833	0.014924521	-0.048025347	0.297617876	-0.081294945	"#e41a1c"	bukasovii
1169	-0.003651629	0.014221306	-0.044756073	0.290386331	-0.081428066	"#e41a1c"	bukasovii
1180	-0.007050169	0.012818519	-0.046091501	0.292095346	-0.083257159	"#e41a1c"	bukasovii
1145	-0.002836183	0.012994623	-0.046667696	0.301269391	-0.08087487	"#e41a1c"	bukasovii
1192	-0.00544013	0.012163913	-0.04515488	0.294915862	-0.082418977	"#e41a1c"	bukasovii
1214	-0.003618369	0.013686114	-0.046406425	0.292952115	-0.080431374	"#e41a1c"	bukasovii
1215	-0.004688071	0.013978449	-0.047331588	0.28973275	-0.080501964	"#e41a1c"	bukasovii
1134	-0.004453767	0.011329682	-0.046940931	0.292089894	-0.08242904	"#e41a1c"	bukasovii
1157	-0.004360801	0.01393908	-0.046475366	0.291671037	-0.082214416	"#e41a1c"	bukasovii
1205	-0.005923909	0.013284816	-0.046303236	0.29098672	-0.081399136	"#e41a1c"	bukasovii
1213	-0.005533811	0.015411022	-0.046270624	0.294088368	-0.081402169	"#e41a1c"	bukasovii
1144	-0.003596299	0.015912105	-0.047633412	0.293048969	-0.082433369	"#e41a1c"	bukasovii
1146	-0.004770319	0.014977979	-0.04754304	0.293605484	-0.081983685	"#e41a1c"	bukasovii
1182	-0.000472172	0.017087213	-0.050226537	0.300726249	-0.080450187	"#e41a1c"	bukasovii
1181	-0.006711088	0.012379094	-0.045833321	0.28927561	-0.081146715	"#e41a1c"	bukasovii
1156	-0.00758347	0.012705503	-0.049577497	0.299148642	-0.084233071	"#e41a1c"	bukasovii
1216	-0.008201914	0.01284777	-0.051060321	0.298304619	-0.080856499	"#e41a1c"	bukasovii
1193	-0.006706859	0.015509661	-0.047579623	0.29520298	-0.080498449	"#e41a1c"	bukasovii
1203	-0.006034465	0.01594458	-0.046356594	0.290165471	-0.079539596	"#e41a1c"	bukasovii
1132	-0.004113217	0.014879492	-0.046871364	0.29468992	-0.081899338	"#e41a1c"	bukasovii
1133	-0.004518902	0.012907715	-0.046081728	0.297781523	-0.083796262	"#e41a1c"	bukasovii
1168	-0.003312208	0.013416962	-0.047437461	0.290289981	-0.078780657	"#e41a1c"	bukasovii
1194	-0.002891348	0.014761856	-0.04768628	0.300315054	-0.081511762	"#e41a1c"	bukasovii
1158	0.000415736	0.016060217	-0.053688535	0.303581623	-0.079908162	"#e41a1c"	bukasovii
1204	-0.006088917	0.01458249	-0.049132458	0.299196371	-0.081355372	"#e41a1c"	bukasovii
1255	-0.015973305	0.008684821	-0.036253807	0.297597642	-0.082414928	"#e41a1c"	bukasovii
1266	-0.017399343	0.012051332	-0.039064998	0.289487901	-0.081823646	"#e41a1c"	bukasovii
1290	-0.019431633	0.010065944	-0.038758863	0.292031626	-0.080308703	"#e41a1c"	bukasovii
1291	-0.013395533	0.011168828	-0.046736932	0.301828888	-0.08327812	"#e41a1c"	bukasovii
1300	-0.011794318	0.012794553	-0.044657229	0.294759019	-0.081913361	"#e41a1c"	bukasovii
1254	-0.007293177	0.013447442	-0.041048411	0.304621907	-0.083330038	"#e41a1c"	bukasovii
1244	-0.018315835	0.011149596	-0.03840161	0.283903138	-0.078241345	"#e41a1c"	bukasovii
1268	-0.021522356	0.00839779	-0.033436821	0.286196626	-0.079902387	"#e41a1c"	bukasovii
1232	-0.016445546	0.011325716	-0.037214524	0.284238159	-0.081058592	"#e41a1c"	bukasovii
1267	-0.017794092	0.010688948	-0.040207436	0.301077841	-0.082625845	"#e41a1c"	bukasovii
1301	-0.016636287	0.013307811	-0.044544404	0.311396038	-0.087617596	"#e41a1c"	bukasovii
1313	-0.018197764	0.009290892	-0.039778936	0.300379209	-0.086510241	"#e41a1c"	bukasovii
1231	-0.016330258	0.011771134	-0.042525237	0.296394971	-0.083151998	"#e41a1c"	bukasovii
1292	-0.014968371	0.011956224	-0.039777766	0.278176683	-0.083401876	"#e41a1c"	bukasovii
1243	-0.010811839	0.012921263	-0.041389077	0.288788109	-0.08021848	"#e41a1c"	bukasovii
1312	-0.016617813	0.013032849	-0.044044446	0.30273839	-0.085060228	"#e41a1c"	bukasovii
1311	-0.014433974	0.012772304	-0.042384556	0.299688603	-0.08455772	"#e41a1c"	bukasovii
1279	-0.017250583	0.009889473	-0.042149412	0.290093344	-0.083141443	"#e41a1c"	bukasovii
1280	-0.01489202	0.014791801	-0.041422225	0.288567319	-0.081119798	"#e41a1c"	bukasovii
1242	-0.010915468	0.015506096	-0.045763762	0.309093662	-0.086355828	"#e41a1c"	bukasovii
1278	-0.017412717	0.013876261	-0.041042769	0.310845987	-0.087076262	"#e41a1c"	bukasovii
1256	-0.015882212	0.012222846	-0.038158327	0.28915451	-0.081119567	"#e41a1c"	bukasovii
1302	-0.016661426	0.009449984	-0.040159207	0.303265845	-0.085190794	"#e41a1c"	bukasovii
1230	-0.017684262	0.00969802	-0.04070667	0.307192247	-0.086293563	"#e41a1c"	bukasovii
1303	-0.021053955	0.008300997	-0.03933538	0.286470814	-0.081510187	"#e41a1c"	bukasovii
783	0.008163255	0.016497098	-0.04682533	0.282861475	-0.077119129	"#f2bf8e"	ambos
720	-0.006118193	0.006450453	-0.036761199	0.266808199	-0.079618698	"#f2bf8e"	ambos
761	0.086800885	-0.00740694	-0.046271299	-0.082162209	-0.028243426	"#f2bf8e"	ambos
753	0.081461647	-0.009008339	-0.04350067	-0.082366168	-0.028466898	"#f2bf8e"	ambos
772	0.079783295	-0.009284814	-0.044938864	-0.078755934	-0.026787844	"#f2bf8e"	ambos
775	-0.001345036	0.009291519	-0.039826983	0.255006157	-0.076150694	"#f2bf8e"	ambos
793	0.000483729	0.017691343	-0.03916133	0.263061651	-0.077533319	"#f2bf8e"	ambos
774	0.08269734	-0.009694792	-0.044905667	-0.081973104	-0.027771192	"#f2bf8e"	ambos
782	0.001932892	0.015035063	-0.043680054	0.274944566	-0.08083168	"#f2bf8e"	ambos
742	-0.004571177	0.005187326	-0.038274676	0.265343476	-0.079034488	"#f2bf8e"	ambos
719	-0.01128806	-0.044826327	0.197020578	0.017408875	0.024649486	"#f2bf8e"	ambos
752	0.085365344	-0.01037792	-0.044313036	-0.080563276	-0.027395503	"#f2bf8e"	ambos
764	0.08461007	-0.009717793	-0.044415755	-0.083694614	-0.026260481	"#f2bf8e"	ambos
763	-0.002104729	0.00665952	-0.038918814	0.268095687	-0.080108688	"#f2bf8e"	ambos
717	0.193078818	0.014848139	0.281212502	0.028742239	-0.00118385	"#f2bf8e"	ambos
730	0.021418629	-0.040379598	0.215772653	0.013593631	0.021233007	"#f2bf8e"	ambos
731	0.013187329	-0.037179132	0.213269589	0.024875352	0.016678506	"#f2bf8e"	ambos
750	-0.001091337	-0.043460738	0.190788847	0.019111338	0.019722534	"#f2bf8e"	ambos
741	0.060501882	-0.025534953	0.229315485	0.020121367	0.018122509	"#f2bf8e"	ambos
709	0.21499701	0.026800925	0.315802176	0.029118452	-0.003013197	"#f2bf8e"	ambos
785	0.089629562	-0.006113797	-0.046950443	-0.08208408	-0.029602291	"#f2bf8e"	ambos
653	0.224860228	0.026564553	0.332017321	0.030369703	-0.000981717	"#f2bf8e"	ambos
696	0.006319192	0.013145834	-0.040441382	0.271814534	-0.076877777	"#f2bf8e"	ambos
618	0.217788346	0.02833651	0.32761907	0.033913914	-0.004702826	"#f2bf8e"	ambos
655	0.22418097	0.031312495	0.329200223	0.037798093	-0.002367644	"#f2bf8e"	ambos
678	0.212080857	0.024974828	0.318742603	0.03273669	-0.006379422	"#f2bf8e"	ambos
643	0.222439466	0.026714749	0.325749359	0.032066257	-0.004027065	"#f2bf8e"	ambos
631	0.221898103	0.026540587	0.330259959	0.038039942	-0.003142266	"#f2bf8e"	ambos
642	0.219997672	0.025845008	0.332282946	0.033997359	-0.004256059	"#f2bf8e"	ambos
665	0.210777752	0.024977283	0.322431277	0.033418418	-0.007291108	"#f2bf8e"	ambos
619	0.218171518	0.02410059	0.326051566	0.032437455	-0.003172626	"#f2bf8e"	ambos
699	0.221868256	0.030510118	0.325619275	0.030124896	-0.004257585	"#f2bf8e"	ambos
591	0.175459705	-0.015034826	0.211182486	0.011291178	0.003949314	"#f2bf8e"	ambos
547	0.237112805	0.035744517	0.340555684	0.035333773	-0.001512495	"#f2bf8e"	ambos
566	0.194614904	0.017516524	0.287416392	0.026409617	-0.0040428	"#f2bf8e"	ambos
565	0.220619945	0.027708403	0.326901383	0.034680065	-0.003925098	"#f2bf8e"	ambos
608	0.255756792	0.083383832	0.330555617	0.041461118	0.015345381	"#f2bf8e"	ambos
599	0.209700234	0.021606827	0.317980677	0.033066481	-0.005544711	"#f2bf8e"	ambos
573	0.22971155	0.02912221	0.336601084	0.036651468	-0.003894816	"#f2bf8e"	ambos
583	0.219676914	0.027030939	0.330463544	0.033012544	-0.002796995	"#f2bf8e"	ambos
558	0.145211756	-0.061081988	0.188966525	-0.030399904	0.06608203	"#f2bf8e"	ambos
609	0.230382266	0.030415704	0.335940818	0.036608415	-0.002193337	"#f2bf8e"	ambos
548	0.221702739	0.029914366	0.324504089	0.032352393	-0.00571711	"#f2bf8e"	ambos
556	0.072780239	0.116002165	-0.043289423	0.018243269	-0.078136558	"#f2bf8e"	ambos
555	0.075069938	0.117532815	-0.046589964	0.018928115	-0.078920251	"#f2bf8e"	ambos
564	0.218372133	0.028108616	0.324187851	0.033655349	-0.005493474	"#f2bf8e"	ambos
1264	0.103819018	-0.001835367	0.187272962	0.139602073	-0.037015212	"#e41a1c"	bukasovii
1289	0.112424572	-0.000899147	0.191756654	0.143362401	-0.037178602	"#e41a1c"	bukasovii
617	0.176533601	-0.028670442	0.182117729	0.009027954	0.007410683	"#f2bf8e"	ambos
685	0.192236373	0.013639996	0.281390166	0.031198068	0.000115305	"#f2bf8e"	ambos
641	0.2185221	0.026449278	0.324214619	0.031117476	-0.00246969	"#f2bf8e"	ambos
629	0.177723008	-0.037178839	0.191521826	0.005608342	0.013377722	"#f2bf8e"	ambos
677	0.207488784	0.02453698	0.319806655	0.034933193	-0.007939995	"#f2bf8e"	ambos
667	0.209446668	0.023885871	0.31648708	0.032370943	-0.004146211	"#f2bf8e"	ambos
679	0.217090652	0.030034905	0.32034972	0.036645376	-0.004563186	"#f2bf8e"	ambos
630	0.218349913	0.02688517	0.322841881	0.034283519	-0.00503981	"#f2bf8e"	ambos
689	0.209055589	0.025300287	0.318979202	0.03126733	-0.007372891	"#f2bf8e"	ambos
690	0.208129669	0.025940961	0.320245757	0.034603193	-0.007531795	"#f2bf8e"	ambos
700	0.220191803	0.02664252	0.325390076	0.031159706	-0.004206394	"#f2bf8e"	ambos
654	0.219094231	0.026061427	0.325980528	0.031658791	-0.004931708	"#f2bf8e"	ambos
666	0.212440832	0.026486223	0.324225875	0.035565077	-0.007553636	"#f2bf8e"	ambos
688	0.218205563	0.02736271	0.325658445	0.029986995	-0.004833883	"#f2bf8e"	ambos
651	0.221541909	0.022213321	0.327721149	0.03055957	-0.002667393	"#f2bf8e"	ambos
646	0.134251813	-0.057758516	0.086062679	-0.009280949	0.017582671	"#f2bf8e"	ambos
658	0.210251687	0.020429829	0.307169167	0.035148595	-0.002999379	"#f2bf8e"	ambos
729	0.169110539	0.005215972	0.265393797	0.02878439	0.0019321	"#f2bf8e"	ambos
687	0.219758027	0.025926515	0.323968671	0.031382023	-0.003294712	"#f2bf8e"	ambos
718	0.007221557	-0.043578567	0.215185386	0.013856131	0.026840014	"#f2bf8e"	ambos
664	0.220449697	0.02938151	0.327644107	0.030611445	-0.003188622	"#f2bf8e"	ambos
640	0.192478206	-0.011733977	0.233560737	0.015682837	0.005370064	"#f2bf8e"	ambos
663	0.219673422	0.028099597	0.323784878	0.031297515	-0.003991075	"#f2bf8e"	ambos
675	0.217988757	0.026895766	0.323277326	0.030683797	-0.004274937	"#f2bf8e"	ambos
707	0.021958751	-0.038166676	0.211216878	0.016809652	0.019423848	"#f2bf8e"	ambos
676	0.223404509	0.027282574	0.325768343	0.03118039	-0.003467849	"#f2bf8e"	ambos
743	0.220784087	0.028185765	0.319909432	0.029213679	-0.004056493	"#f2bf8e"	ambos
639	0.179774532	-0.02968392	0.205522222	0.012223252	0.011777118	"#f2bf8e"	ambos
698	0.213775652	0.02840608	0.315894621	0.028009201	-0.005134466	"#f2bf8e"	ambos
784	0.080865447	-0.009373749	-0.042725321	-0.0777398	-0.029415504	"#f2bf8e"	ambos
710	0.20571492	0.026084454	0.311667255	0.033834797	-0.006901469	"#f2bf8e"	ambos
751	-0.002837462	0.007909518	-0.039400885	0.26674485	-0.080598623	"#f2bf8e"	ambos
616	0.224975303	0.030822101	0.313796706	0.033270802	-0.00231	"#f2bf8e"	ambos
721	0.220635155	0.025930478	0.324333912	0.033753204	-0.002473569	"#f2bf8e"	ambos
652	0.221277367	0.025110222	0.326097386	0.0299536	-0.002839812	"#f2bf8e"	ambos
732	0.225251266	0.028180538	0.32810502	0.032869952	-0.002646263	"#f2bf8e"	ambos
627	0.164988145	-0.026904918	0.188967894	0.003042017	0.009772545	"#f2bf8e"	ambos
773	0.084124348	-0.00679413	-0.045282438	-0.080689143	-0.030245218	"#f2bf8e"	ambos
628	0.165679656	-0.043270179	0.131477635	0.001405957	0.015942955	"#f2bf8e"	ambos
740	0.172225098	0.005367685	0.26706557	0.026442491	-0.000101101	"#f2bf8e"	ambos
762	0.08260751	-0.009880221	-0.043202212	-0.080766732	-0.030542815	"#f2bf8e"	ambos
792	0.005828718	0.015181958	-0.04884312	0.287123151	-0.08106347	"#f2bf8e"	ambos
739	-0.024011872	-0.054063168	0.186191113	0.013554636	0.028248234	"#f2bf8e"	ambos
708	-0.007247012	0.004791233	-0.037646111	0.263446885	-0.079084893	"#f2bf8e"	ambos
728	0.007202931	-0.041730893	0.205537485	0.021281321	0.018072925	"#f2bf8e"	ambos
780	0.005365697	0.017767263	-0.044006551	0.279018232	-0.080768567	"#f2bf8e"	ambos
736	0.209098121	0.025181463	0.318296008	0.031868123	-0.005934912	"#f2bf8e"	ambos
758	-0.001603186	0.012691927	-0.042592522	0.28000939	-0.082698283	"#f2bf8e"	ambos
759	-0.004713212	0.010923211	-0.038730576	0.274818829	-0.080927081	"#f2bf8e"	ambos
738	0.006335711	-0.043924652	0.201946713	0.013866694	0.022362913	"#f2bf8e"	ambos
748	0.211099805	0.027067619	0.319917361	0.031577565	-0.005185305	"#f2bf8e"	ambos
726	0.211221781	0.024578049	0.322401978	0.035349095	-0.006199602	"#f2bf8e"	ambos
727	0.211566187	0.026451764	0.318616378	0.034274982	-0.006151805	"#f2bf8e"	ambos
779	0.004788084	0.012656726	-0.036739639	0.269568683	-0.077841455	"#f2bf8e"	ambos
781	-0.00053474	0.014124347	-0.040718223	0.264984728	-0.078376079	"#f2bf8e"	ambos
714	0.210998219	0.025835849	0.320276369	0.032853148	-0.003592581	"#f2bf8e"	ambos
737	0.208684488	0.025335025	0.32030783	0.033539002	-0.004937881	"#f2bf8e"	ambos
791	-0.001248686	0.012538847	-0.038548765	0.271912405	-0.080263217	"#f2bf8e"	ambos
760	0.087196781	-0.009569163	-0.045478916	-0.084591147	-0.026885945	"#f2bf8e"	ambos
770	0.002175474	0.012733935	-0.046991672	0.278606408	-0.078449425	"#f2bf8e"	ambos
716	0.059251142	-0.035676646	0.244537894	0.016938935	0.017020556	"#f2bf8e"	ambos
747	0.217902026	0.030427801	0.321931484	0.033927039	-0.007595302	"#f2bf8e"	ambos
768	-0.004214848	0.003640025	-0.040537362	0.259569359	-0.079052563	"#f2bf8e"	ambos
789	0.08734177	-0.009756498	-0.047340567	-0.086478263	-0.029263358	"#f2bf8e"	ambos
790	0.088158071	-0.00511498	-0.045340398	-0.082004541	-0.027953454	"#f2bf8e"	ambos
715	0.213777755	0.026936889	0.323258929	0.036493531	-0.007215163	"#f2bf8e"	ambos
749	0.209783034	0.02293635	0.306637555	0.038271066	-0.006287802	"#f2bf8e"	ambos
771	-0.010832918	0.007998294	-0.042034702	0.288650942	-0.082384136	"#f2bf8e"	ambos
725	0.210587262	0.025790865	0.320332633	0.033212204	-0.007601711	"#f2bf8e"	ambos
769	0.000657612	0.016371696	-0.040030952	0.260061163	-0.076067545	"#f2bf8e"	ambos
580	0.179338748	-0.020376967	0.219245357	0.010970844	0.006803152	"#f2bf8e"	ambos
613	0.183087013	-0.000806658	0.252491461	0.019363652	0.004889616	"#f2bf8e"	ambos
649	0.147939508	-0.040066521	0.158165371	-0.006474172	0.018087921	"#f2bf8e"	ambos
571	0.221488092	0.0269767	0.326192758	0.030987732	-0.00415509	"#f2bf8e"	ambos
625	0.182899996	0.012577918	0.267471356	0.023658217	0.000679946	"#f2bf8e"	ambos
563	0.217578629	0.02420018	0.327273393	0.031769218	-0.003490308	"#f2bf8e"	ambos
562	0.220315034	0.027819995	0.329690621	0.033672384	-0.003063809	"#f2bf8e"	ambos
570	0.215721981	0.024237259	0.321785468	0.031572419	-0.003903648	"#f2bf8e"	ambos
597	0.239371622	0.037942463	0.342060146	0.041949072	0.000421193	"#f2bf8e"	ambos
588	0.221542861	0.030791463	0.329195052	0.033699765	-0.00354836	"#f2bf8e"	ambos
553	0.219077198	0.026331955	0.323702618	0.034384171	-0.004699686	"#f2bf8e"	ambos
598	0.223212963	0.030309415	0.328622232	0.035076335	-0.004824991	"#f2bf8e"	ambos
581	0.136993046	-0.062060154	0.096994404	-0.015287799	0.026758491	"#f2bf8e"	ambos
589	0.176717584	0.007395048	0.271464499	0.026803191	-0.001151507	"#f2bf8e"	ambos
590	0.17826509	0.002626252	0.261760237	0.022360447	0.002296963	"#f2bf8e"	ambos
661	0.182202001	0.003478497	0.257950182	0.026247143	0.002959546	"#f2bf8e"	ambos
545	0.08047503	0.127611883	-0.049562733	0.017883716	-0.07465038	"#f2bf8e"	ambos
673	0.183620042	0.015429252	0.283523378	0.027194928	-0.003687378	"#f2bf8e"	ambos
606	0.216273926	0.023523514	0.324093086	0.031951368	-0.00179428	"#f2bf8e"	ambos
637	0.162603927	-0.001035372	0.24706814	0.018981674	0.007373594	"#f2bf8e"	ambos
579	0.173497657	-0.016096897	0.209061796	0.005500657	0.010355741	"#f2bf8e"	ambos
572	0.217844645	0.024698941	0.327259508	0.035184522	-0.006899766	"#f2bf8e"	ambos
546	0.119858756	-0.071677973	0.158265967	-0.04069882	0.068984275	"#f2bf8e"	ambos
554	0.22081011	0.025901218	0.325620785	0.034003622	-0.006019445	"#f2bf8e"	ambos
605	0.17195307	-0.038521808	0.138030884	0.0047789	0.014691647	"#f2bf8e"	ambos
549	0.214017214	0.030485748	0.323310446	0.032528842	-0.006530052	"#f2bf8e"	ambos
557	0.223668876	0.029038554	0.325346031	0.033341007	-0.006284264	"#f2bf8e"	ambos
582	0.221457728	0.027339531	0.327982909	0.029038784	-0.003460779	"#f2bf8e"	ambos
592	0.168053587	-0.02971155	0.185039432	0.002675595	0.011890503	"#f2bf8e"	ambos
600	0.224050692	0.02613404	0.333096528	0.035392902	-0.003813408	"#f2bf8e"	ambos
601	0.203239663	0.04249011	0.236534693	0.028982196	0.020444583	"#f2bf8e"	ambos
574	0.22087788	0.028046548	0.327941288	0.034670391	-0.003272219	"#f2bf8e"	ambos
593	0.139949228	-0.052189504	0.117928933	-0.014667074	0.022388439	"#f2bf8e"	ambos
607	0.218851572	0.02609978	0.323520672	0.032986701	-0.003779024	"#f2bf8e"	ambos
575	0.216753414	0.026535057	0.323136127	0.032273519	-0.007314137	"#f2bf8e"	ambos
584	0.220012631	0.026277711	0.325677618	0.031664826	-0.004426818	"#f2bf8e"	ambos
576	0.220375251	0.028614137	0.31807126	0.03427944	-0.006819934	"#f2bf8e"	ambos
544	0.076361111	0.117861782	-0.046442811	0.01923747	-0.078362942	"#f2bf8e"	ambos
602	0.188354112	0.017918916	0.282186881	0.02429868	-0.00025475	"#f2bf8e"	ambos
550	0.217381518	0.029093908	0.326529264	0.03596453	-0.005762813	"#f2bf8e"	ambos
568	0.145634587	-0.050781419	0.10115009	-0.00198594	0.016991617	"#f2bf8e"	ambos
586	0.221412722	0.029731088	0.328985685	0.034926675	-0.003838631	"#f2bf8e"	ambos
603	0.147953567	-0.037014084	0.142218437	-0.001805585	0.013286708	"#f2bf8e"	ambos
577	0.178049795	0.016787866	0.282165208	0.038605533	-0.004658725	"#f2bf8e"	ambos
612	0.221673106	0.030510271	0.329520651	0.03708421	-0.003984434	"#f2bf8e"	ambos
561	0.222427998	0.03093141	0.327935916	0.034315454	-0.00476357	"#f2bf8e"	ambos
594	0.215374008	0.024772949	0.322665381	0.030738982	-0.003407389	"#f2bf8e"	ambos
