N	Axis1	Axis2	Axis3	Axis4	Axis5	color	text
355	-0.145525193	0.040094414	0.017317165	-0.004686855	-0.017747359	"#0d34f6"	ajh
74	-0.110340662	0.045971952	0.00196461	0.019034479	-0.030208185	"#0d34f6"	ajh
2718	-0.108485583	0.040445428	0.002097683	0.017666485	-0.029359287	"#0d34f6"	ajh
346	-0.089924287	0.124444494	0.001221678	-0.023787137	-0.049942559	"#0d34f6"	ajh
2644	-0.089190005	0.130796735	-0.000233231	-0.024862355	-0.050426183	"#0d34f6"	ajh
75	-0.087958206	0.133506618	0.000692879	-0.023589949	-0.051019232	"#0d34f6"	ajh
142	-0.091160215	0.129404316	0.000540571	-0.022984745	-0.052027	"#0d34f6"	ajh
64	-0.17048871	-0.081396325	0.043770489	0.002720046	0.036468073	"#0d34f6"	
2317	0.167705522	0.065325338	-0.071634792	-0.12537188	-0.152712146	"#dddd18"	sara
2308	-0.12904192	0.214862698	0.005004674	0.008410914	-0.161786233	"#dddd18"	sara
2344	-0.096074656	-0.042748619	0.001592458	0.111630445	-0.014346469	"#dddd18"	sara
2327	0.004044571	-0.046025773	-0.030868505	0.094375397	0.001062661	"#dddd18"	sara
2307	-0.04217091	-0.010995977	-0.027565558	0.17712084	-0.052373846	"#dddd18"	sara
2334	-0.006478676	-0.033580062	-0.031434678	0.111021086	-0.013881371	"#dddd18"	sara
2280	-0.000406507	0.01351068	-0.038362184	0.212493469	-0.072146799	"#dddd18"	sara
2281	0.161878629	0.062269763	-0.069923078	-0.125465586	-0.15091556	"#dddd18"	sara
2298	-0.08005306	-0.031739901	-0.000150454	0.125915354	-0.025017044	"#dddd18"	sara
2299	-0.095861519	-0.039630858	0.00468709	0.099764807	-0.011885451	"#dddd18"	sara
2316	0.008493888	0.011536765	-0.048983474	0.202331457	-0.068695098	"#dddd18"	sara
2289	0.155969416	0.060183685	-0.069921651	-0.124904588	-0.154192821	"#dddd18"	sara
2326	0.012758866	-0.051996711	-0.027547447	0.080766753	0.01088062	"#dddd18"	sara
2343	-0.095989972	-0.042700992	0.006905631	0.114427381	-0.014422306	"#dddd18"	sara
2290	-0.001990259	-0.048000061	-0.026539677	0.09044869	0.001468604	"#dddd18"	sara
2335	0.001207559	-0.056249754	-0.022731729	0.079379517	0.005779739	"#dddd18"	sara
210	-0.225862137	0.04119617	0.048797126	-0.032747689	0.006341942	"#0d34f6"	
2670	-0.223251813	0.033022849	0.046689651	-0.032860399	0.004749812	"#0d34f6"	
2904	-0.181574433	0.097265137	0.03119802	-0.021067718	0.005965722	"#0d34f6"	
2903	-0.187534847	0.089645008	0.029689218	-0.019151164	0.003143524	"#0d34f6"	
2901	-0.18814606	0.087911458	0.029459394	-0.019459001	0.004765448	"#0d34f6"	
2902	-0.18732782	0.087216458	0.027396234	-0.018060171	0.00442374	"#0d34f6"	
2849	-0.19065621	0.088507295	0.030417143	-0.023158509	0.002467315	"#0d34f6"	
2857	-0.193313646	0.091824071	0.033150996	-0.025054622	0.002600299	"#0d34f6"	juz
414	-0.197332614	0.087698378	0.032053361	-0.023190987	0.002037125	"#0d34f6"	cur
188	-0.197243355	0.088214964	0.030486008	-0.023314098	-0.000119829	"#0d34f6"	cur
71	-0.198045013	0.090977867	0.029904116	-0.022834205	-0.000887312	"#0d34f6"	cur
9	-0.197504313	0.091720514	0.033125099	-0.023588067	0.001640691	"#0d34f6"	cur
63	-0.20178286	0.093927777	0.032539715	-0.025869522	0.002413691	"#0d34f6"	cur
345	-0.203121289	0.092816954	0.036578644	-0.026508321	0.004076569	"#0d34f6"	cur
428	-0.205244073	0.09346079	0.037109177	-0.028153526	0.003451519	"#0d34f6"	cur
440	-0.155175084	0.157948901	0.027386956	-0.017281517	0.012522175	"#0d34f6"	juz
2880	-0.144216651	0.168454152	0.021304232	-0.013689508	0.013713436	"#0d34f6"	juz
2643	-0.156682059	0.167322785	0.028567884	-0.017635221	0.012781408	"#0d34f6"	juz
2662	-0.153881732	0.176370907	0.025889591	-0.018729353	0.014509135	"#0d34f6"	juz
189	-0.153204334	0.172475348	0.026202815	-0.018341805	0.014184393	"#0d34f6"	juz
2773	-0.153366584	0.172850746	0.026795246	-0.018907654	0.014031624	"#0d34f6"	juz
226	-0.152175565	0.176574485	0.025364962	-0.017118431	0.013757288	"#0d34f6"	juz
2707	-0.154698927	0.169777739	0.026724886	-0.018278719	0.013591641	"#0d34f6"	juz
459	-0.153881922	0.168941528	0.023678509	-0.013782097	0.013869804	"#0d34f6"	juz
2650	-0.153382017	0.174757888	0.025655838	-0.017378987	0.015225322	"#0d34f6"	juz
2651	-0.154714682	0.172330869	0.02766406	-0.017800795	0.016369307	"#0d34f6"	juz
15	-0.14581435	0.186525332	0.022408246	-0.01243121	0.012903585	"#0d34f6"	juz
280	-0.072031505	0.276513665	-0.000251056	-0.022779317	-0.025710474	"#0d34f6"	ajh
2719	-0.069645523	0.278687139	-0.000848393	-0.023164688	-0.028157362	"#0d34f6"	ajh
117	-0.121108387	0.191373263	0.007201899	0.005294522	-0.004711063	"#0d34f6"	juz
2854	-0.117578949	0.181481956	0.007121957	0.008142718	-0.002902103	"#0d34f6"	juz
2859	-0.126304477	0.177182548	0.007046513	0.014186905	-0.005532578	"#0d34f6"	juz
2868	-0.114968014	0.18496836	0.000386363	0.022044462	-0.005343649	"#0d34f6"	juz
2867	-0.113010327	0.186488454	0.002329119	0.0201628	-0.007564987	"#0d34f6"	juz
2764	-0.130554645	0.181212098	0.007862156	0.014471159	-0.004872294	"#0d34f6"	juz
2717	-0.12574441	0.187821661	0.004112488	0.017442229	-0.006012984	"#0d34f6"	juz
2692	-0.12670405	0.188652828	0.005394808	0.015741308	-0.004996118	"#0d34f6"	juz
14	-0.127513974	0.18854915	0.004489263	0.016828117	-0.006861132	"#0d34f6"	juz
233	-0.125791622	0.189263311	0.005917094	0.014149581	-0.005509942	"#0d34f6"	juz
2661	-0.12708346	0.190408417	0.005396676	0.016369981	-0.006646475	"#0d34f6"	juz
19	-0.124885718	0.193115886	0.002016882	0.017609986	-0.007569439	"#0d34f6"	juz
2771	-0.126018224	0.190468101	0.005331575	0.014734177	-0.004798539	"#0d34f6"	juz
998	-0.067084863	0.188906327	-0.028365106	0.059242852	-0.14408885	"#e41a1c"	bukasovii
2443	0.088921924	-0.007037991	-0.06398299	-0.088894204	-0.065736439	"#0fffff"	tapoj
2455	0.114606928	-0.013294598	-0.079847057	-0.068292279	-0.06342522	"#0fffff"	tapoj
2475	0.147491679	0.042810044	-0.073214358	-0.109894526	-0.112544903	"#0fffff"	tapoj
2452	0.108936758	0.024076604	-0.058014574	-0.111893456	-0.101950878	"#0fffff"	tapoj
2461	0.09112469	0.016792068	-0.049517698	-0.106648787	-0.101486244	"#0fffff"	tapoj
2457	-0.049652666	0.209969606	-0.026148947	-0.121283457	-0.15068834	"#0fffff"	tapoj
2466	0.091945982	0.022177068	-0.053795119	-0.085591644	-0.10139076	"#0fffff"	tapoj
2463	0.151399015	0.038223239	-0.072684625	-0.116660133	-0.118417672	"#0fffff"	tapoj
2474	0.11567026	0.059746702	-0.055555077	-0.088060154	-0.060911348	"#0fffff"	tapoj
2462	0.138233016	0.037127208	-0.070691223	-0.119033135	-0.11302001	"#0fffff"	tapoj
2467	0.094213569	-0.020790753	-0.077388807	-0.065533687	-0.058909281	"#0fffff"	tapoj
2448	-0.026974995	0.210190287	-0.034310102	-0.07607066	-0.170455741	"#0fffff"	tapoj
2315	0.003869836	-0.039070829	-0.030051548	0.101795711	-0.004049879	"#dddd18"	sara
2279	0.01135069	-0.055809797	-0.022877217	0.068929568	0.017586323	"#dddd18"	sara
2277	0.163683974	0.064613939	-0.07074589	-0.126347001	-0.154028536	"#dddd18"	sara
2296	-0.047766565	-0.082766505	-0.030127656	0.007183376	0.021142072	"#dddd18"	sara
2331	-0.023783158	-0.081506102	-0.047738897	0.035970348	0.012152827	"#dddd18"	sara
2288	0.000924157	-0.048315316	-0.025642283	0.09463524	0.001118623	"#dddd18"	sara
2297	-0.080245597	0.001746027	0.002287871	0.073965204	-0.032611371	"#dddd18"	sara
2286	-0.085781721	-0.035191678	0.0001654	0.115320668	-0.01844375	"#dddd18"	sara
2314	-0.000726235	-0.044455157	-0.02577486	0.09546671	0.001749906	"#dddd18"	sara
2323	-0.089895333	-0.039651295	0.011325904	0.098394737	-0.007490807	"#dddd18"	sara
2405	-0.090534069	0.407118262	0.002282408	-0.107197934	-0.21420243	"#0fffff"	tapoj
2468	0.104208542	-0.016015171	-0.083109039	-0.074182512	-0.065646094	"#0fffff"	tapoj
2451	0.089193495	0.022185544	-0.050863241	-0.097080536	-0.098175806	"#0fffff"	tapoj
2375	-0.014389794	-0.028078343	-0.018570322	0.138653058	-0.027500934	"#0fffff"	tapoj
2404	-0.085925148	0.415749948	-0.001079941	-0.106257994	-0.216862764	"#0fffff"	tapoj
2449	0.053665733	0.00481561	-0.043925008	-0.095634453	-0.082508005	"#0fffff"	tapoj
2471	-0.054541271	0.22717344	-0.024170249	-0.071735852	-0.149327155	"#0fffff"	tapoj
2465	-0.047092595	0.175747283	-0.048060693	-0.097704035	-0.124587054	"#0fffff"	tapoj
2444	0.111605574	-0.007547797	-0.074051223	-0.062095498	-0.070311329	"#0fffff"	tapoj
2470	-0.045296544	0.215556318	-0.035650377	-0.078941722	-0.143214677	"#0fffff"	tapoj
2366	-0.090058931	0.409424629	0.001310324	-0.112146802	-0.21691174	"#0fffff"	tapoj
2395	0.000681339	0.013834362	-0.038447066	0.215676599	-0.07462144	"#0fffff"	tapoj
2442	0.092853903	0.019140876	-0.054926852	-0.101241343	-0.101584098	"#0fffff"	tapoj
2424	-0.088000868	0.398023834	-0.002364402	-0.108608498	-0.211546397	"#0fffff"	tapoj
2447	-0.06324697	0.251591902	-0.034305084	-0.063244118	-0.160972598	"#0fffff"	tapoj
2445	-0.045329099	0.181561513	-0.044538161	-0.105422762	-0.128537315	"#0fffff"	tapoj
2459	-0.050184717	0.208596666	-0.038044381	-0.041665392	-0.145515954	"#0fffff"	tapoj
2453	-0.087036162	0.404505396	0.002296173	-0.108757021	-0.213892908	"#0fffff"	tapoj
2473	0.072779796	0.014170818	-0.049720518	-0.101383404	-0.089088838	"#0fffff"	tapoj
2454	0.108737275	0.02090357	-0.055605333	-0.103726686	-0.100614986	"#0fffff"	tapoj
2458	0.00063428	0.185952295	-0.043084352	-0.100995563	-0.164388522	"#0fffff"	tapoj
2376	-0.087744198	0.403039886	0.001753139	-0.108042837	-0.212303783	"#0fffff"	tapoj
2472	-0.010773283	0.138803503	-0.051229217	-0.056394547	-0.10180252	"#0fffff"	tapoj
2367	-0.091634054	0.403346855	-0.000155029	-0.1089701	-0.213793203	"#0fffff"	tapoj
2464	0.150352167	0.046292653	-0.072413831	-0.116182976	-0.119277798	"#0fffff"	tapoj
2450	0.138351241	0.042636668	-0.068547505	-0.11574802	-0.112459521	"#0fffff"	tapoj
2469	-0.026267009	0.109522705	-0.053995719	-0.034332301	-0.100948889	"#0fffff"	tapoj
2385	-0.091411772	0.407574581	0.002468674	-0.107777644	-0.214699614	"#0fffff"	tapoj
2415	-0.090957085	0.40547959	0.002767971	-0.109475991	-0.213135134	"#0fffff"	tapoj
2433	-0.001976877	0.01368112	-0.039847202	0.221291679	-0.073648934	"#0fffff"	tapoj
2432	-0.094452117	0.396406898	0.004786237	-0.108105138	-0.210095274	"#0fffff"	tapoj
2441	-0.090201284	0.401244791	0.002486323	-0.110377447	-0.213430463	"#0fffff"	tapoj
2456	0.09745667	-0.022259944	-0.079749071	-0.065061026	-0.061191266	"#0fffff"	tapoj
2384	-0.083208305	0.395233307	-0.000822902	-0.106000784	-0.207661167	"#0fffff"	tapoj
2394	-0.086619329	0.394115972	0.000775437	-0.104745668	-0.21007775	"#0fffff"	tapoj
2460	-0.074943974	0.392095621	-0.002238292	-0.104314585	-0.206321756	"#0fffff"	tapoj
2414	-0.090794659	0.394682908	0.001761518	-0.105647951	-0.21257315	"#0fffff"	tapoj
2446	-0.016541831	0.121620003	-0.05052213	-0.071224471	-0.097496012	"#0fffff"	tapoj
2403	-0.089265461	0.407836814	0.001822848	-0.108099863	-0.213335395	"#0fffff"	tapoj
2413	-0.092666771	0.400547106	0.002059492	-0.108722621	-0.212813793	"#0fffff"	tapoj
2431	-0.087662418	0.401544554	-0.000671095	-0.109594196	-0.21620539	"#0fffff"	tapoj
2365	-0.08547472	0.399173065	0.001034333	-0.103624249	-0.208837161	"#0fffff"	tapoj
2440	-0.086782369	0.392365174	3.95E-05	-0.10632466	-0.207801222	"#0fffff"	tapoj
2412	-0.096577743	0.414443301	0.002658355	-0.112640066	-0.224954111	"#0fffff"	tapoj
2374	-0.094141475	0.393627758	0.004004818	-0.109623515	-0.206207132	"#0fffff"	tapoj
2383	-0.004057113	0.010247814	-0.045714522	0.218483726	-0.076416016	"#0fffff"	tapoj
2393	-0.08625603	0.403974403	-0.000617322	-0.107033004	-0.213217106	"#0fffff"	tapoj
2422	-0.008899933	-0.010416313	-0.029560179	0.168649912	-0.045941963	"#0fffff"	tapoj
2423	-0.082241032	0.414281641	-0.002221243	-0.10748109	-0.212597849	"#0fffff"	tapoj
2398	-0.067885445	0.181608119	-0.036803722	-0.10312725	-0.121637494	"#0fffff"	tapoj
2377	-0.088022246	0.397126584	0.002062397	-0.105165496	-0.21239348	"#0fffff"	tapoj
2435	-0.089567055	0.40036869	0.004144108	-0.107207773	-0.212952167	"#0fffff"	tapoj
2387	0.00834648	0.010666448	-0.045335035	0.207328953	-0.069518719	"#0fffff"	tapoj
2406	-0.086746652	0.389541592	7.62E-05	-0.107285787	-0.207249224	"#0fffff"	tapoj
2427	-0.087448197	0.401507385	0.002806609	-0.106445467	-0.209702699	"#0fffff"	tapoj
2386	-0.051917583	0.183461261	-0.041565626	-0.109856262	-0.121400381	"#0fffff"	tapoj
2396	-0.083138701	0.389982174	-0.002024856	-0.103848914	-0.203593058	"#0fffff"	tapoj
2368	-0.085574742	0.403112643	0.002889212	-0.106462116	-0.210024579	"#0fffff"	tapoj
2418	-0.089159384	0.389492291	-0.000788448	-0.107061181	-0.20588134	"#0fffff"	tapoj
2378	-0.093157704	0.401683842	0.00071959	-0.107511293	-0.213025482	"#0fffff"	tapoj
2407	-0.003111661	0.011907573	-0.039959859	0.216894696	-0.074797136	"#0fffff"	tapoj
2436	-0.087320295	0.392018861	0.001148022	-0.103645148	-0.208565028	"#0fffff"	tapoj
2408	-0.08290852	0.392237973	-0.002245352	-0.10374426	-0.206525569	"#0fffff"	tapoj
2369	-0.086601202	0.406440811	0.001484121	-0.107919183	-0.212014852	"#0fffff"	tapoj
2434	-0.088361951	0.393137198	0.001227813	-0.105505536	-0.210493347	"#0fffff"	tapoj
2425	-0.072390076	0.41787278	-0.005873857	-0.103019102	-0.209822729	"#0fffff"	tapoj
2397	-0.04574889	0.1724593	-0.051032395	-0.102370852	-0.125901786	"#0fffff"	tapoj
2416	-0.089070705	0.406011256	0.000565607	-0.107440275	-0.211210486	"#0fffff"	tapoj
2417	-0.08982577	0.410450217	0.002561852	-0.107528238	-0.21498988	"#0fffff"	tapoj
2379	-0.090358481	0.40929995	-0.00024729	-0.108660933	-0.215427204	"#0fffff"	tapoj
2388	-0.089233414	0.407597075	0.001106586	-0.109634255	-0.2158053	"#0fffff"	tapoj
2426	-0.084651421	0.404485454	1.21E-05	-0.107050047	-0.213099328	"#0fffff"	tapoj
2370	-0.088836836	0.405647645	0.003943227	-0.108762413	-0.212128417	"#0fffff"	tapoj
2389	-0.089866544	0.39520774	-0.001171492	-0.105707019	-0.211544952	"#0fffff"	tapoj
2392	-0.085601853	0.400306297	-0.001033403	-0.105718235	-0.213286935	"#0fffff"	tapoj
2373	-0.086993193	0.403412187	0.002058449	-0.107394389	-0.213299004	"#0fffff"	tapoj
2438	-0.084920936	0.40184646	-0.002050566	-0.108801836	-0.213838795	"#0fffff"	tapoj
2400	-0.090119049	0.39697886	0.003360589	-0.106432135	-0.210375685	"#0fffff"	tapoj
2428	-0.083617335	0.409266311	-0.001609397	-0.104945169	-0.213346342	"#0fffff"	tapoj
2430	0.002403539	0.013937051	-0.041014563	0.213669552	-0.070365553	"#0fffff"	tapoj
2401	-0.090346176	0.40849231	0.001769431	-0.110144002	-0.217459893	"#0fffff"	tapoj
2402	-0.090262255	0.396397882	0.00107484	-0.105912096	-0.211446606	"#0fffff"	tapoj
2429	-0.088446438	0.393469935	0.00310284	-0.107169977	-0.206521573	"#0fffff"	tapoj
2390	-0.085478514	0.390195346	0.003141581	-0.102861895	-0.207297095	"#0fffff"	tapoj
2411	-0.001237242	0.010021368	-0.045334524	0.207818172	-0.070679364	"#0fffff"	tapoj
2409	-0.086597243	0.407194987	0.001277807	-0.108144744	-0.214373063	"#0fffff"	tapoj
2382	-0.083236978	0.393433993	-0.000969098	-0.104790142	-0.207307599	"#0fffff"	tapoj
2419	-0.005945511	0.007751226	-0.047049957	0.218296728	-0.074215948	"#0fffff"	tapoj
2380	-0.089634685	0.406328006	0.001607736	-0.107207442	-0.214200178	"#0fffff"	tapoj
2381	-0.086348758	0.405646227	0.000128067	-0.105640616	-0.211383795	"#0fffff"	tapoj
2420	-0.089276024	0.402597672	-0.000618376	-0.106417623	-0.212108825	"#0fffff"	tapoj
2391	-0.088201963	0.402011463	0.002586727	-0.110711941	-0.212974857	"#0fffff"	tapoj
2372	-0.085325881	0.401663465	-0.000224324	-0.106641048	-0.209241263	"#0fffff"	tapoj
2410	-0.095587886	0.402608273	0.004275142	-0.109430434	-0.20582151	"#0fffff"	tapoj
2421	-0.05453096	0.195734528	-0.032704617	-0.108859733	-0.142966158	"#0fffff"	tapoj
2439	-0.087539205	0.406610288	0.002764102	-0.109516757	-0.212805713	"#0fffff"	tapoj
2371	-0.001397147	-0.031304066	-0.01779726	0.139591186	-0.021260617	"#0fffff"	tapoj
2399	-0.000621898	-0.041042623	-0.020914241	0.121113539	-0.009769976	"#0fffff"	tapoj
2437	-0.084703921	0.400354291	0.000916597	-0.106828536	-0.210569059	"#0fffff"	tapoj
473	0.072901365	0.11709669	-0.046059639	0.017729428	-0.078659616	"#3fff3f"	achac
483	0.221250521	0.025167606	0.330836169	0.038254646	-0.004911399	"#3fff3f"	achac
491	0.219525106	0.028628722	0.329731236	0.031627121	-0.004767826	"#3fff3f"	achac
485	0.073936115	0.119840269	-0.045621383	0.017355	-0.078607677	"#3fff3f"	achac
476	0.166678338	-0.03614751	0.205807567	-0.015752408	0.044110197	"#3fff3f"	achac
479	0.211892074	0.027397233	0.31799329	0.028409415	-0.00397334	"#3fff3f"	achac
469	0.068681239	0.114640022	-0.041879081	0.017177351	-0.077427776	"#3fff3f"	achac
482	0.219755064	0.028949013	0.329455009	0.036269585	-0.005685626	"#3fff3f"	achac
488	0.132294114	-0.062117868	0.181741528	-0.02380031	0.066630334	"#3fff3f"	achac
471	0.213376957	0.024306019	0.32283621	0.0334808	-0.006511488	"#3fff3f"	achac
489	0.21688648	0.024019107	0.322744535	0.032346459	-0.005366363	"#3fff3f"	achac
475	0.074529752	0.117471194	-0.044655695	0.01678411	-0.079698687	"#3fff3f"	achac
480	0.221926552	0.027716663	0.331753059	0.033124341	-0.003657572	"#3fff3f"	achac
477	0.140559455	-0.062583018	0.17886562	-0.029904506	0.065649336	"#3fff3f"	achac
478	0.216909967	0.025308174	0.326948386	0.032672988	-0.006948471	"#3fff3f"	achac
472	0.217230761	0.025138191	0.323170251	0.035974269	-0.004115885	"#3fff3f"	achac
484	0.215195103	0.023669811	0.322454889	0.033204044	-0.005152304	"#3fff3f"	achac
493	0.066641787	0.112838766	-0.041939956	0.016147117	-0.077184513	"#3fff3f"	achac
470	0.215942352	0.030561983	0.323012547	0.030181251	-0.004552097	"#3fff3f"	achac
486	0.070090572	0.1167555	-0.044575659	0.0177073	-0.07858979	"#3fff3f"	achac
474	0.074280672	0.116786949	-0.048843628	0.01937985	-0.077958356	"#3fff3f"	achac
490	0.121831259	-0.079037086	0.150580479	-0.03994934	0.077211129	"#3fff3f"	achac
487	0.13849266	-0.065204178	0.186555358	-0.030239022	0.069758702	"#3fff3f"	achac
481	0.071000091	0.119064472	-0.045783788	0.017039119	-0.073214545	"#3fff3f"	achac
492	0.219946904	0.030282251	0.328620625	0.032886878	-0.005232739	"#3fff3f"	achac
1041	0.071526804	0.122799226	-0.032539003	0.01421448	-0.08022962	"#e41a1c"	bukasovii
1513	0.042811635	-0.083474277	-0.07969524	-0.031340445	0.032367471	"#4daf4a"	candolleanum
1422	0.061895066	-0.081648203	-0.093205511	-0.034255713	0.031835862	"#4daf4a"	candolleanum
1397	-0.00554719	0.011795137	-0.045247539	0.25768699	-0.074816216	"#4daf4a"	candolleanum
1410	0.086025114	-0.0626543	-0.091940757	-0.023988358	0.025939657	"#4daf4a"	candolleanum
1469	0.091104949	-0.067536848	-0.097523207	-0.025029138	0.033238552	"#4daf4a"	candolleanum
1501	0.072558225	-0.088846978	-0.103179203	-0.034402962	0.035523877	"#4daf4a"	candolleanum
1444	0.017678072	-0.0932812	-0.063853343	-0.029881242	0.050067158	"#4daf4a"	candolleanum
1385	0.055038479	0.522100107	-0.091935888	0.065621014	0.404232285	"#4daf4a"	candolleanum
1489	0.074118221	-0.082893948	-0.098132736	-0.036016102	0.0352897	"#4daf4a"	candolleanum
1409	0.079265416	-0.091480156	-0.10318967	-0.035302892	0.037843472	"#4daf4a"	candolleanum
1477	0.049367073	-0.075229865	-0.075012403	-0.000292817	0.027787554	"#4daf4a"	candolleanum
1481	0.093335625	-0.066385262	-0.097038279	-0.026678416	0.033002179	"#4daf4a"	candolleanum
1525	0.035876158	-0.076201438	-0.074705694	-0.035030825	0.031396111	"#4daf4a"	candolleanum
1433	0.09214059	-0.068481651	-0.097875933	-0.026677494	0.033642416	"#4daf4a"	candolleanum
1453	-0.024185174	0.082251666	-0.055224907	0.026441059	-0.090077938	"#4daf4a"	candolleanum
1421	0.06873069	-0.093152056	-0.099601238	-0.039928773	0.03877938	"#4daf4a"	candolleanum
1505	0.055830786	-0.045102648	-0.082003474	-0.033626376	0.02336514	"#4daf4a"	candolleanum
1386	-0.012773054	0.008232426	-0.04580048	0.280012039	-0.077962062	"#4daf4a"	candolleanum
1465	0.025714659	-0.042004746	-0.075435073	0.150527715	-0.031226758	"#4daf4a"	candolleanum
1398	0.015298488	-0.086014295	-0.063093735	-0.023854565	0.047190078	"#4daf4a"	candolleanum
1362	0.054724794	0.524406741	-0.092912291	0.066808836	0.406783691	"#4daf4a"	candolleanum
1493	0.063458956	0.13413563	-0.035896445	0.0181463	-0.081723695	"#4daf4a"	candolleanum
1374	-0.015966987	0.013328616	-0.045885463	0.280418265	-0.081131369	"#4daf4a"	candolleanum
1457	0.092816425	-0.069319023	-0.097368063	-0.026659084	0.033216695	"#4daf4a"	candolleanum
1536	0.041453014	-0.08644581	-0.078190858	-0.032939077	0.030197001	"#4daf4a"	candolleanum
1007	0.0593078	-0.005202368	-0.086821841	0.141185688	-0.005219758	"#e41a1c"	bukasovii
1018	0.112621919	0.01457901	-0.0996176	-0.022064425	0.061869581	"#e41a1c"	bukasovii
2110	0.116561102	-0.005648033	-0.046365185	-0.049350627	0.097963892	"#0d34f6"	oroph
2099	0.098343143	-0.059807231	-0.032334763	-0.042502649	0.105710602	"#0d34f6"	oroph
2103	0.126828077	-0.060112104	-0.003254135	-0.083702119	0.14020514	"#0d34f6"	oroph
972	0.118043414	0.004561239	-0.106789243	-0.024725181	0.064713101	"#e41a1c"	bukasovii
984	0.096822305	0.145995122	-0.060842497	0.001668247	0.063596323	"#e41a1c"	bukasovii
2498	0.094690352	0.022349728	-0.051611726	-0.107911728	-0.100314763	"#000000"	tarapata
2494	-0.027271985	0.184096869	-0.042853802	-0.070736467	-0.126170717	"#000000"	tarapata
2502	0.119419115	0.024088623	-0.064138506	-0.108786511	-0.109957242	"#000000"	tarapata
973	0.063819133	0.131292973	-0.043580574	0.125262105	0.009111642	"#e41a1c"	bukasovii
977	0.07073504	0.511537077	-0.089310202	0.061268777	0.378655448	"#e41a1c"	bukasovii
587	0.217345056	0.024827914	0.324663089	0.031803418	-0.004339213	"#f2bf8e"	ambos
1672	0.047034535	-0.003578396	-0.063494493	-0.00846539	0.023686864	"#ff7f00"	chomat
1629	0.059783071	-0.076172168	-0.092131213	-0.003152329	0.009934114	"#ff7f00"	chomat
1654	0.087929819	-0.073969095	-0.095912845	-0.025855463	0.036815223	"#ff7f00"	chomat
1664	0.046063105	-0.069447833	-0.083353706	0.019634749	-0.004413808	"#ff7f00"	chomat
1642	0.087739903	-0.072528892	-0.094519325	-0.029638779	0.039242676	"#ff7f00"	chomat
1659	0.048392638	-0.055096259	-0.082296035	0.113152008	-0.016745239	"#ff7f00"	chomat
1640	0.046128844	-0.064815346	-0.082981383	0.039675013	-0.004343137	"#ff7f00"	chomat
1634	0.032960839	-0.050448019	-0.078639162	0.133200809	-0.025047947	"#ff7f00"	chomat
1641	0.051624805	-0.060547072	-0.082438228	0.057727501	-0.006856127	"#ff7f00"	chomat
1660	-0.030881148	-0.067685779	-0.047604866	0.085769064	5.87E-05	"#ff7f00"	chomat
1624	0.060062124	-0.056330365	-0.089648206	-0.039747013	0.031079643	"#ff7f00"	chomat
1648	0.061735954	-0.036675077	-0.083708981	-0.035951009	0.02534769	"#ff7f00"	chomat
1635	0.048494781	-0.058880119	-0.09019105	0.12029533	-0.021642652	"#ff7f00"	chomat
1670	0.046041789	-0.05972087	-0.084352475	0.098493259	-0.011584897	"#ff7f00"	chomat
1653	0.09334915	-0.070690139	-0.098236146	-0.028290449	0.037066074	"#ff7f00"	chomat
1630	0.087569814	-0.070416186	-0.09255833	-0.029092463	0.037621559	"#ff7f00"	chomat
1671	0.071310495	-0.096556979	-0.095824627	-0.034782926	0.039423891	"#ff7f00"	chomat
1649	0.021668104	-0.100887641	-0.072392823	-0.026101615	0.044415373	"#ff7f00"	chomat
1636	0.06174752	-0.042834609	-0.085055454	-0.030418745	0.024384082	"#ff7f00"	chomat
1658	0.027151677	-0.035843191	-0.073528754	0.168062482	-0.03719134	"#ff7f00"	chomat
1647	0.045315354	-0.064384705	-0.086221482	0.095473656	-0.011825044	"#ff7f00"	chomat
1665	0.091970579	-0.070845164	-0.098937985	-0.025580172	0.036817029	"#ff7f00"	chomat
1628	0.051909231	-0.066361557	-0.090417795	0.058244641	0.00050716	"#ff7f00"	chomat
1666	0.088098566	-0.067216015	-0.090378229	-0.027603702	0.03525828	"#ff7f00"	chomat
1637	0.015587426	-0.03625705	-0.060344611	-0.010390494	0.014953331	"#ff7f00"	chomat
1651	-0.001210902	-0.003272473	-0.040639135	-0.009786284	0.000808248	"#ff7f00"	chomat
1669	0.038699123	-0.055256601	-0.086903735	0.128909862	-0.022040741	"#ff7f00"	chomat
1639	-0.038795621	-0.011992272	-0.05012764	-0.03391357	-0.007895364	"#ff7f00"	chomat
1646	0.029839755	-0.058796653	-0.081620114	0.123958071	-0.019812601	"#ff7f00"	chomat
1633	0.089982372	-0.06814919	-0.095032364	-0.026888168	0.03779719	"#ff7f00"	chomat
1652	0.059355082	-0.058506865	-0.082826589	0.032242798	-0.008361418	"#ff7f00"	chomat
1638	0.038439647	-0.081270674	-0.068472362	-0.015220491	0.032180122	"#ff7f00"	chomat
1656	0.057854473	-0.048021695	-0.07849784	-0.029414234	0.025539897	"#ff7f00"	chomat
1667	0.087157912	-0.072962301	-0.093433733	-0.030013888	0.037348894	"#ff7f00"	chomat
1627	-0.004122499	-0.094295563	-0.065409601	0.004884846	0.032070235	"#ff7f00"	chomat
1657	0.043485898	-0.053015602	-0.080310197	0.117088548	-0.023141015	"#ff7f00"	chomat
