k21	k22	k31	k32	k33	k41	k42	k43	k44	k51	k52	k53	k54	k55	k61	k62	k63	k64	k65	k66	k71	k72	k73	k74	k75	k76	k77	k81	k82	k83	k84	k85	k86	k87	k88	k91	k92	k93	k94	k95	k96	k97	k98	k99
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0872621	0.00305858	0.909579	1.00E-04	0.0802281	0.0164925	1.00E-04	0.0858543	0.817325	0.0766605	0.00433589	0.0177845	0.819961	0.0811586	1.00E-04	0.0127619	1.00E-04	0.00235961	0.034905	1.00E-04	0.0163355	0.933438	0.0244881	1.00E-04	0.0183545	0.912528	1.00E-04	0.0101037	0.0197364	0.0145889	0.021842	0.0012227	0.00929004	0.000980173	0.905987	0.0131114	0.0209322	0.00195587	0.0246787
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0872893	1.00E-04	0.912511	1.00E-04	0.0852482	0.0112934	1.00E-04	0.079623	0.823735	0.0806497	0.00724855	0.0104627	0.825638	0.0759016	1.00E-04	0.0145969	1.00E-04	0.00957174	0.0339914	1.00E-04	0.012178	0.929462	0.0353324	1.00E-04	0.0166124	0.912988	1.00E-04	0.0104623	0.0135233	0.0108813	0.023742	1.00E-04	0.0117014	0.00224029	0.901652	0.010065	0.015079	1.00E-04	0.0353198
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0888916	0.000728729	0.91028	1.00E-04	0.0919555	0.014254	1.00E-04	0.0739069	0.819784	0.0949463	0.00523577	0.0138222	0.812821	0.0730748	1.00E-04	0.022271	1.00E-04	0.0062281	0.039967	0.000459242	0.0166067	0.914368	0.0342906	0.000137345	0.0264529	0.893525	1.00E-04	0.0134967	0.0162833	0.0157144	0.0294656	0.000429649	0.0117975	0.000983959	0.892132	0.0126563	0.0189313	1.00E-04	0.0335036
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0887072	0.00110815	0.910085	1.00E-04	0.0869948	0.0114348	1.00E-04	0.0824773	0.818993	0.0836764	0.00430583	0.0152831	0.816377	0.0802576	1.00E-04	0.0218122	1.00E-04	1.00E-04	0.0379636	1.00E-04	0.0159064	0.924018	0.0393037	1.00E-04	0.021066	0.901286	1.00E-04	0.00502485	0.0178714	0.0152479	0.0239519	0.0056907	0.00423751	1.00E-04	0.892202	0.0164993	0.0188272	0.000304965	0.0381862
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0744277	1.00E-04	0.925372	1.00E-04	0.0926802	0.00987909	1.00E-04	0.0680637	0.829277	0.0878199	0.00549977	0.0106822	0.83142	0.0644782	1.00E-04	0.0192275	1.00E-04	0.00155349	0.0456872	1.00E-04	0.0115709	0.921761	0.0302956	1.00E-04	0.022708	0.905017	1.00E-04	0.00610965	0.0135829	0.0220867	0.0283443	1.00E-04	0.0074288	0.00064307	0.894584	0.0195409	0.0155218	1.00E-04	0.0337374
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0864131	0.00388413	0.909603	1.00E-04	0.0917286	0.0145797	1.00E-04	0.0778568	0.815735	0.088039	0.00777141	0.0146128	0.814962	0.0745145	1.00E-04	0.0234537	0.00136019	0.00537027	0.0444401	1.00E-04	0.0154752	0.909801	0.0340168	0.00271447	0.0263378	0.890752	1.00E-04	0.00679027	0.015485	0.0238038	0.0265244	0.00423096	0.00546084	0.00308129	0.886346	0.0227988	0.0171114	1.00E-04	0.0343465
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0880903	1.00E-04	0.91171	1.00E-04	0.0795076	1.00E-04	1.00E-04	0.0884707	0.831822	0.0800486	1.00E-04	1.00E-04	0.831057	0.0885949	1.00E-04	0.0121293	1.00E-04	0.00459602	0.0428319	0.00448947	1.00E-04	0.935753	0.036351	1.00E-04	0.0170793	0.922062	1.00E-04	0.0108345	1.00E-04	0.0133738	0.0199435	1.00E-04	0.00959151	1.00E-04	0.906103	0.0162913	1.00E-04	0.0104377	0.0373328
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0765537	1.00E-04	0.923246	1.00E-04	0.0851114	0.00028897	1.00E-04	0.0767608	0.837739	0.082638	0.00372956	0.00347287	0.836207	0.0738524	1.00E-04	0.014702	1.00E-04	1.00E-04	0.0539373	1.00E-04	0.00485457	0.926206	0.0341905	1.00E-04	0.022005	0.899278	1.00E-04	0.00220126	0.00598926	0.0361359	0.0224399	0.00375896	0.00315265	0.000939942	0.894023	0.0328253	0.00487876	1.00E-04	0.0378817
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0804166	1.00E-04	0.919383	1.00E-04	0.0857883	1.00E-04	1.00E-04	0.0732411	0.840771	0.0836318	0.00230851	1.00E-04	0.837466	0.076394	1.00E-04	0.0120047	1.00E-04	1.00E-04	0.0419367	1.00E-04	1.00E-04	0.945659	0.0399602	0.000165648	0.0186946	0.923861	1.00E-04	1.00E-04	1.00E-04	0.0170187	0.024204	1.00E-04	1.00E-04	1.00E-04	0.915324	0.0181992	1.00E-04	1.00E-04	0.0417729
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0782916	1.00E-04	0.921508	1.00E-04	0.0796253	1.00E-04	1.00E-04	0.0796355	0.840539	0.0798492	1.00E-04	1.00E-04	0.838293	0.0815583	1.00E-04	0.0169561	1.00E-04	1.00E-04	0.0547409	1.00E-04	1.00E-04	0.927903	0.0483155	1.00E-04	0.0114847	0.900574	1.00E-04	0.00459026	1.00E-04	0.0347353	0.0154485	1.00E-04	0.0110443	1.00E-04	0.889473	0.0308966	1.00E-04	1.00E-04	0.0527377
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.078661	1.00E-04	0.921139	1.00E-04	0.0793407	1.00E-04	1.00E-04	0.073191	0.847268	0.08325	1.00E-04	1.00E-04	0.84285	0.0735998	1.00E-04	0.0104428	1.00E-04	0.000515406	0.0421152	0.000366797	1.00E-04	0.94636	0.034321	1.00E-04	0.0182655	0.922644	1.00E-04	0.00389017	1.00E-04	0.0205796	0.0199911	1.00E-04	0.00628942	1.00E-04	0.927827	0.0131795	1.00E-04	1.00E-04	0.0323127
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0813161	1.00E-04	0.918484	1.00E-04	0.0920069	0.00230711	1.00E-04	0.0790907	0.826495	0.0886331	0.0104001	1.00E-04	0.824644	0.0761225	1.00E-04	0.0205973	0.00306144	0.00404632	0.0272956	1.00E-04	1.00E-04	0.944799	0.0208582	0.00537412	0.0296228	0.927195	1.00E-04	0.00774462	0.00128243	0.00782303	0.0307193	0.00479386	0.00544365	0.0072845	0.922032	0.000141516	0.00234025	1.00E-04	0.0271447
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0862608	1.00E-04	0.913539	1.00E-04	0.0889016	1.00E-04	1.00E-04	0.0831481	0.82775	0.0859137	0.00507575	1.00E-04	0.829254	0.0795563	1.00E-04	0.0195988	1.00E-04	0.00038582	0.0435206	0.00119046	1.00E-04	0.935104	0.0270795	0.00247905	0.0291028	0.917338	1.00E-04	0.00556337	1.00E-04	0.0182373	0.0299674	0.0064265	0.00575594	0.000731932	0.907464	0.0181536	0.000452121	0.000742124	0.0303062
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0758641	1.00E-04	0.923936	1.00E-04	0.0724758	1.00E-04	1.00E-04	0.075641	0.851683	0.0717391	0.00311696	1.00E-04	0.852636	0.0723075	1.00E-04	0.00869871	1.00E-04	1.00E-04	0.0421425	1.00E-04	1.00E-04	0.948759	0.0174365	0.000982103	0.0209643	0.935999	1.00E-04	1.00E-04	1.00E-04	0.024318	0.023922	1.00E-04	1.00E-04	0.00328427	0.933465	0.0196747	1.00E-04	1.00E-04	0.0192544
0.9999	0.0001	1.00E-04	0.994785	0.00511453	0.084341	0.00585486	0.909704	1.00E-04	0.0941017	0.0162525	1.00E-04	0.0785412	0.811005	0.0908447	0.00888386	0.0127724	0.814761	0.072638	1.00E-04	0.0252689	0.00352044	0.0082903	0.0685029	1.00E-04	0.0118372	0.88248	0.0498038	0.00430744	0.0239404	0.85186	1.00E-04	0.010506	0.0146799	0.0448025	0.033154	1.00E-04	0.00747901	0.0064239	0.838738	0.0473498	0.0141596	1.00E-04	0.0524958
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0813015	1.00E-04	0.918499	1.00E-04	0.0819859	1.00E-04	1.00E-04	0.0796878	0.838126	0.0797817	0.000467987	1.00E-04	0.840375	0.0791752	1.00E-04	0.0156677	1.00E-04	1.00E-04	0.0322926	1.00E-04	0.000334933	0.951405	0.0319041	1.00E-04	0.0173648	0.937145	1.00E-04	0.00355073	0.00175714	0.00807815	0.0214843	1.00E-04	0.00278597	1.00E-04	0.931641	0.00690941	0.0015477	1.00E-04	0.0353322
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0910509	1.00E-04	0.908749	1.00E-04	0.0702142	1.00E-04	1.00E-04	0.0861846	0.843401	0.0682358	1.00E-04	1.00E-04	0.843869	0.0875953	1.00E-04	0.00247027	1.00E-04	1.00E-04	0.0515023	0.00862968	1.00E-04	0.937098	0.0361194	1.00E-04	0.00926566	0.912513	0.0107697	1.00E-04	1.00E-04	0.0310324	0.00869224	1.00E-04	1.00E-04	1.00E-04	0.901153	0.0371164	1.00E-04	0.0140436	0.0385949
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0679878	1.00E-04	0.931812	1.00E-04	0.0810585	1.00E-04	1.00E-04	0.0683978	0.850344	0.0810993	1.00E-04	1.00E-04	0.851491	0.0671097	1.00E-04	0.00742375	1.00E-04	1.00E-04	0.0458327	1.00E-04	1.00E-04	0.946344	0.0299284	1.00E-04	0.0181472	0.926624	1.00E-04	1.00E-04	1.00E-04	0.0249006	0.0179726	1.00E-04	1.00E-04	1.00E-04	0.922263	0.0233457	1.00E-04	1.00E-04	0.0359185
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0781667	1.00E-04	0.921633	1.00E-04	0.075304	1.00E-04	1.00E-04	0.0789099	0.845586	0.0782569	1.00E-04	1.00E-04	0.849887	0.0715565	1.00E-04	0.00648437	1.00E-04	1.00E-04	0.0432899	1.00E-04	1.00E-04	0.949826	0.0353963	1.00E-04	0.0126526	0.931633	1.00E-04	0.00273953	1.00E-04	0.0172791	0.0174239	1.00E-04	0.000113625	1.00E-04	0.927546	0.0181841	1.00E-04	1.00E-04	0.0363326
0.9999	0.0001	1.00E-04	0.998506	0.00139422	0.0877051	1.00E-04	0.912095	1.00E-04	0.0902135	0.00927466	1.00E-04	0.0771331	0.823279	0.090949	0.00799674	0.0061731	0.816049	0.0787325	1.00E-04	0.0261511	0.00388352	0.010605	0.0513097	0.000531071	0.00782655	0.899693	0.0413547	0.00259396	0.0274233	0.875934	1.00E-04	0.00914797	0.0113891	0.0320571	0.0308625	0.00720917	0.0125728	0.00437739	0.867168	0.030646	0.0103896	1.00E-04	0.0366748
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0887645	1.00E-04	0.911036	1.00E-04	0.0862486	1.00E-04	1.00E-04	0.0885636	0.824988	0.0811558	0.00606442	1.00E-04	0.825169	0.0874111	1.00E-04	0.0159673	0.000651203	0.00443608	0.0455478	0.00475364	1.00E-04	0.928544	0.0528363	0.000724252	0.0147205	0.898166	0.00376943	0.00810525	1.00E-04	0.0215785	0.0198956	1.00E-04	0.00439824	0.00292549	0.892025	0.024948	0.000649057	0.00386656	0.0511924
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0876571	1.00E-04	0.912143	1.00E-04	0.0721598	1.00E-04	1.00E-04	0.0886322	0.839008	0.0730058	0.00660555	1.00E-04	0.838798	0.0813906	1.00E-04	0.00915992	0.00177623	0.00323862	0.0509274	0.00359716	1.00E-04	0.931201	0.0477219	0.000622273	0.00647527	0.912014	0.000640581	0.00515804	1.00E-04	0.0272681	0.0122077	1.00E-04	0.00357431	0.00356198	0.894079	0.029838	1.00E-04	0.00955217	0.0469865
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.104038	0.000274111	0.895588	1.00E-04	0.0860588	0.0109385	1.00E-04	0.0940967	0.808806	0.0854166	0.0126131	0.00531712	0.805063	0.0914899	1.00E-04	0.0228879	0.00573933	0.00838732	0.0371069	0.0124631	0.00697397	0.906442	0.0317137	0.00841337	0.024212	0.891142	0.00565596	0.0154099	0.00867838	0.0147749	0.0256227	0.0139909	0.0131752	0.00707833	0.880563	0.0128114	0.00756657	0.00883555	0.0303567
0.9999	0.0001	1.00E-04	0.995584	0.00431574	0.0958443	0.00846261	0.895593	1.00E-04	0.0896132	0.0186038	1.00E-04	0.0864075	0.805275	0.0859244	0.0169327	0.00964504	0.805992	0.081406	1.00E-04	0.0196392	0.0112223	0.0134523	0.0413319	0.00407028	0.0126888	0.897595	0.0299222	0.0123567	0.0257693	0.878606	1.00E-04	0.0202006	0.0133664	0.0196783	0.0261713	0.0051747	0.0193163	0.0116148	0.875927	0.0182957	0.0132592	0.000159129	0.0300818
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0859178	1.00E-04	0.913882	1.00E-04	0.0745435	1.00E-04	1.00E-04	0.0855174	0.839739	0.073032	0.000941145	1.00E-04	0.839897	0.0859303	1.00E-04	0.00543609	1.00E-04	0.00228223	0.0559724	1.00E-04	1.00E-04	0.936009	0.0346126	1.00E-04	0.010546	0.908064	0.00166868	0.00884419	1.00E-04	0.0360645	0.0124683	1.00E-04	0.0085432	1.00E-04	0.898569	0.0329039	1.00E-04	0.00546081	0.0417551
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0746561	1.00E-04	0.925144	1.00E-04	0.0637807	1.00E-04	1.00E-04	0.0736023	0.862417	0.0613633	0.00150741	1.00E-04	0.864664	0.072265	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.061784	1.00E-04	1.00E-04	0.937716	0.0197467	1.00E-04	0.00850154	0.931299	1.00E-04	0.00323489	1.00E-04	0.0369178	0.0126664	1.00E-04	0.00179932	1.00E-04	0.931574	0.0361578	1.00E-04	1.00E-04	0.0174023
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0987069	1.00E-04	0.901093	1.00E-04	0.0835948	1.00E-04	1.00E-04	0.0945423	0.821663	0.0834611	1.00E-04	1.00E-04	0.821684	0.0945546	1.00E-04	0.0199916	1.00E-04	1.00E-04	0.045212	0.0199228	1.00E-04	0.914574	0.0402985	1.00E-04	0.0285855	0.893541	0.0152638	1.00E-04	1.00E-04	0.0220116	0.0258531	0.00492714	1.00E-04	1.00E-04	0.895313	0.0187738	1.00E-04	0.0161182	0.0387151
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0824505	1.00E-04	0.917349	1.00E-04	0.0616738	1.00E-04	1.00E-04	0.090743	0.847383	0.0649031	1.00E-04	1.00E-04	0.851056	0.0837406	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.0305963	0.000642403	1.00E-04	0.968361	0.0346386	1.00E-04	0.00734834	0.949749	1.00E-04	1.00E-04	1.00E-04	0.00786415	0.0091369	1.00E-04	1.00E-04	1.00E-04	0.938955	0.00753187	1.00E-04	0.00500103	0.0389752
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.076298	1.00E-04	0.923502	1.00E-04	0.0799729	1.00E-04	1.00E-04	0.0759006	0.843927	0.0786162	0.00124866	0.00222925	0.842775	0.0750311	1.00E-04	0.0180184	1.00E-04	1.00E-04	0.0684526	1.00E-04	0.000169403	0.91306	0.0442638	1.00E-04	0.01658	0.885853	1.00E-04	0.000748537	0.00268665	0.0496682	0.016537	0.00165227	0.00292996	1.00E-04	0.881423	0.0454262	0.00465516	1.00E-04	0.0471765
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.397771	1.00E-04	0.602029	1.00E-04	0.035961	1.00E-04	1.00E-04	0.397992	0.565847	0.0345798	1.00E-04	1.00E-04	0.571575	0.393545	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.0218148	0.336861	1.00E-04	0.640924	0.0184475	1.00E-04	1.00E-04	0.632807	0.337162	0.000648387	1.00E-04	0.0106359	0.00494076	1.00E-04	0.000527743	1.00E-04	0.627999	0.0101075	1.00E-04	0.335386	0.0207394
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.293951	1.00E-04	0.705849	1.00E-04	0.0440511	1.00E-04	1.00E-04	0.291596	0.664153	0.0426297	1.00E-04	1.00E-04	0.665786	0.291284	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.00706495	0.219513	1.00E-04	0.773022	0.010145	1.00E-04	0.000766432	0.765467	0.223221	1.00E-04	1.00E-04	1.00E-04	0.00635541	1.00E-04	1.00E-04	1.00E-04	0.760206	1.00E-04	1.00E-04	0.223495	0.00944416
0.9999	0.0001	1.00E-04	0.998092	0.00180847	0.0867927	1.00E-04	0.913007	1.00E-04	0.117265	1.00E-04	1.00E-04	0.0811211	0.801414	0.115637	0.00938345	1.00E-04	0.800809	0.0739705	1.00E-04	0.0444102	0.00256842	0.00758958	0.0401601	0.000131594	1.00E-04	0.90504	0.0983524	0.00156701	0.0345582	0.839613	1.00E-04	0.00532718	1.00E-04	0.0203818	0.0319381	1.00E-04	0.00675497	0.0039123	0.847175	0.0159115	1.00E-04	1.00E-04	0.0940085
0.9999	0.0001	1.00E-04	0.991099	0.00880121	0.100651	0.00655167	0.892697	1.00E-04	0.114019	0.00928545	1.00E-04	0.0955113	0.781085	0.112374	0.0101006	0.00587142	0.783442	0.088112	1.00E-04	0.0428577	0.00576526	0.0119737	0.0327498	0.00989811	0.00860953	0.888146	0.0903685	0.0033119	0.0301449	0.829842	0.00820615	0.0109261	0.00713481	0.0200654	0.0371818	1.00E-04	0.011651	0.00436537	0.826621	0.0102738	0.00922129	0.0104815	0.0901045
0.9999	0.0001	1.00E-04	0.991307	0.00859336	0.0961854	0.00540957	0.898305	1.00E-04	0.116397	0.0102202	1.00E-04	0.085575	0.787708	0.121061	0.00983957	0.00423409	0.782757	0.0820085	1.00E-04	0.0452885	0.00224374	0.0135778	0.0214231	0.00346222	0.00538785	0.908617	0.0953032	0.0010421	0.0344552	0.840203	0.00153525	0.0144527	0.00563421	0.00737398	0.0326717	1.00E-04	0.0141553	0.00357883	0.836314	1.00E-04	0.00736018	0.00581912	0.0999012
0.9999	0.0001	1.00E-04	0.999775	0.000124544	0.0925579	1.00E-04	0.907242	1.00E-04	0.112575	0.00407255	1.00E-04	0.0896767	0.793576	0.106819	0.00774795	0.00222764	0.797741	0.0853645	1.00E-04	0.0387378	0.0040119	0.00858896	0.0292272	0.00800252	0.00189527	0.909536	0.0897912	0.00176941	0.0290759	0.854576	0.0070808	0.00668215	0.00210204	0.00892273	0.0314081	1.00E-04	0.00931403	0.00385416	0.84942	0.00589265	0.0038407	0.00563116	0.0905396
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0926942	1.00E-04	0.907106	1.00E-04	0.108833	1.00E-04	1.00E-04	0.0903037	0.800664	0.105125	0.00283856	0.000742348	0.805452	0.0857419	1.00E-04	0.0352067	1.00E-04	0.0051254	0.03121	0.0108921	0.00225775	0.915208	0.0879663	1.00E-04	0.0285283	0.857682	0.0058378	1.00E-04	0.00390817	0.015877	0.0272983	1.00E-04	0.00475806	1.00E-04	0.854939	0.00984314	0.00400471	0.00528016	0.0936771
0.9999	0.0001	1.00E-04	0.995855	0.00404471	0.0835055	0.00439576	0.911999	1.00E-04	0.115482	0.00899107	1.00E-04	0.0762827	0.799144	0.115921	0.0122985	0.00494979	0.792345	0.0743854	1.00E-04	0.0422228	0.00354359	0.0118844	0.0157167	1.00E-04	0.00655233	0.91998	0.102962	0.00217835	0.0263328	0.845903	1.00E-04	0.0114894	0.00610609	0.00492838	0.0314929	1.00E-04	0.00907142	0.00339352	0.84576	1.00E-04	0.00796109	1.00E-04	0.102021
0.998254	0.0017464	0.0122003	0.972511	0.0152884	0.0971084	0.0209952	0.879147	0.00274987	0.13628	0.0196979	1.00E-04	0.0930611	0.750861	0.126798	0.0136056	0.0145624	0.752189	0.0927453	1.00E-04	0.0621073	0.00853248	0.0149282	0.0273359	0.0159528	0.014131	0.857012	0.109765	0.00741556	0.0473868	0.786404	0.0109319	0.0144514	0.0121345	0.0115106	0.0441602	0.00238634	0.0105778	0.00797485	0.782903	0.00910667	0.015778	0.0175799	0.109534
0.938055	0.0619454	0.0686357	0.887598	0.0437664	0.0884266	0.0788601	0.806493	0.0262207	0.141107	0.0654168	0.018763	0.0869614	0.687752	0.135836	0.0305249	0.0477833	0.687256	0.0843971	0.0142031	0.0802123	0.0239788	0.0333327	0.0370439	0.0149836	0.0478964	0.762552	0.104409	0.0209712	0.0650356	0.689535	0.00679689	0.0297578	0.0504519	0.0330427	0.0619461	0.0224356	0.0270406	0.0184105	0.685161	0.0272856	0.0445222	0.0121772	0.101021
0.9999	0.0001	1.00E-04	0.982144	0.0177559	0.105209	1.00E-04	0.893385	0.00130533	0.129828	0.00402074	1.00E-04	0.0959077	0.770144	0.126394	0.0108521	1.00E-04	0.772592	0.0899616	1.00E-04	0.051577	0.00381181	0.0177917	0.0271545	0.0136119	1.00E-04	0.885953	0.111615	0.00245484	0.0377638	0.809935	0.00714773	0.0174961	1.00E-04	0.0134879	0.0421904	1.00E-04	0.0151493	0.00195307	0.803964	0.0138263	1.00E-04	0.0122347	0.110482
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.09302	0.00685986	0.90002	1.00E-04	0.0958515	0.0154377	1.00E-04	0.0887034	0.799907	0.0917024	0.00982409	0.0112588	0.803118	0.0839964	1.00E-04	0.0273082	0.0049253	0.0020915	0.024984	0.00681739	0.0124606	0.921413	0.0744964	0.0031672	0.0183657	0.865579	0.00389659	0.00700481	0.0144623	0.0130283	0.0244633	1.00E-04	0.00464874	0.00324702	0.856758	0.0154971	0.0149442	0.00521987	0.0751223
0.9999	0.0001	1.00E-04	0.996896	0.00300423	0.0894528	1.00E-04	0.910347	1.00E-04	0.11648	1.00E-04	1.00E-04	0.0850702	0.79825	0.114876	0.00164431	0.00559936	0.794651	0.0831293	1.00E-04	0.0433477	1.00E-04	0.00660252	0.0266611	0.00082714	0.00569102	0.916771	0.0962442	1.00E-04	0.0284572	0.849535	0.00061931	0.0106961	0.00600117	0.00834661	0.0323404	1.00E-04	0.00936577	1.00E-04	0.846217	0.00749511	0.00694259	0.00149788	0.0959416
0.9999	0.0001	0.00249412	0.98107	0.0164363	0.0904141	0.0122556	0.89723	1.00E-04	0.127387	0.0139837	1.00E-04	0.0851365	0.773393	0.127373	0.00663779	0.0109129	0.77344	0.0815359	1.00E-04	0.0587751	0.00191858	0.0131286	0.0244968	0.00194276	0.0141562	0.885582	0.100124	0.000765248	0.0449412	0.823344	1.00E-04	0.0102603	0.012711	0.00775365	0.0451488	1.00E-04	0.00972654	0.00320331	0.815614	0.00633427	0.0125315	0.00747355	0.0998682
0.9999	0.0001	1.00E-04	0.997003	0.00289743	0.0915578	0.00844777	0.899894	1.00E-04	0.102418	0.0149425	1.00E-04	0.0899614	0.792578	0.100972	0.0109958	0.0113343	0.795088	0.0815095	1.00E-04	0.0339479	0.00540143	0.0070575	0.0301699	0.0110192	0.0113537	0.90105	0.0774559	0.00501098	0.0284661	0.846452	0.00560564	0.00668046	0.0149529	0.0153757	0.0287122	1.00E-04	0.0097681	0.0087149	0.843903	0.0130192	0.0136968	0.00653453	0.0755514
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0859425	1.00E-04	0.913858	1.00E-04	0.108678	0.00368915	1.00E-04	0.0784222	0.80911	0.105652	0.00407178	0.00634613	0.808527	0.0753033	1.00E-04	0.0430968	0.000760408	0.00162869	0.0379203	1.00E-04	0.00760079	0.908893	0.0715398	1.00E-04	0.0311561	0.868819	1.00E-04	0.00323827	0.0066328	0.0184142	0.0350177	1.00E-04	0.00432965	1.00E-04	0.859813	0.016729	0.00997389	1.00E-04	0.0738373
0.9999	0.0001	1.00E-04	0.995538	0.00436195	0.0942876	0.000230274	0.905382	1.00E-04	0.115957	0.00612292	1.00E-04	0.0906489	0.787171	0.113618	0.00175775	0.00740914	0.789923	0.087192	1.00E-04	0.0435189	1.00E-04	0.00945113	0.0393214	0.00809662	0.00607738	0.893435	0.0846409	1.00E-04	0.0324369	0.843903	1.00E-04	0.0102164	0.00846078	0.0201418	0.037621	1.00E-04	0.012174	0.000724575	0.837641	0.0157539	0.00840331	0.00887013	0.0787123
0.9999	0.0001	1.00E-04	0.996425	0.00347493	0.0840521	1.00E-04	0.915748	1.00E-04	0.106817	0.00287275	1.00E-04	0.0767552	0.813455	0.103654	0.00813194	0.00239882	0.813009	0.0727056	1.00E-04	0.0325982	0.00296172	0.00864287	0.0367885	1.00E-04	0.00172687	0.917182	0.0754129	0.00158291	0.0274545	0.870629	1.00E-04	0.00666565	0.0024005	0.0157541	0.0321116	1.00E-04	0.00812637	0.00208382	0.864594	0.0132596	0.00549673	1.00E-04	0.0741278
0.9999	0.0001	1.00E-04	0.995064	0.00483646	0.0922928	0.00986419	0.897743	1.00E-04	0.116667	0.0129939	1.00E-04	0.0886504	0.781588	0.109872	0.0105128	0.00736757	0.788718	0.0834301	1.00E-04	0.0457175	0.00530846	0.00887713	0.0254152	0.00697522	0.0105837	0.897123	0.0990065	0.00376783	0.0299124	0.831093	0.0083795	0.00820705	0.0109831	0.00865099	0.0336093	0.00367695	0.00528356	0.00748363	0.823073	0.00703589	0.0113146	0.00733016	0.101193
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0871789	1.00E-04	0.912621	1.00E-04	0.0960013	0.00639278	1.00E-04	0.0849288	0.812577	0.0953799	0.00977731	0.00394976	0.813751	0.0770416	1.00E-04	0.0293773	0.0052751	0.00524553	0.0344439	0.00270026	0.00435221	0.918606	0.072344	0.000950877	0.0214365	0.874983	1.00E-04	0.00564879	0.00637595	0.0181614	0.0239771	1.00E-04	0.00444018	0.0041662	0.867977	0.0165448	0.00813654	0.00289438	0.0717638
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.089608	0.00109277	0.909199	1.00E-04	0.0899876	0.011812	1.00E-04	0.08082	0.81728	0.0870376	0.0117103	0.00932673	0.812178	0.079647	1.00E-04	0.0206646	0.00488018	0.00558544	0.0351954	0.000362497	0.0114981	0.921814	0.060246	0.00580112	0.0206995	0.880703	1.00E-04	0.00453272	0.00926015	0.0186576	0.0216865	0.000567516	0.00636391	0.00607634	0.87122	0.0168591	0.012818	1.00E-04	0.064309
0.9999	0.0001	0.000120636	0.999779	1.00E-04	0.0844011	0.0127957	0.902703	1.00E-04	0.0945241	0.0204069	1.00E-04	0.0744304	0.810539	0.0950353	0.0103856	0.016245	0.806206	0.072028	1.00E-04	0.0247481	0.0031127	0.00058644	0.0407362	1.00E-04	0.0176683	0.913048	0.0526397	0.0027932	0.02887	0.874418	1.00E-04	0.00356512	0.0194882	0.018126	0.0279754	1.00E-04	0.00629816	0.00641757	0.870097	0.0177226	0.0197328	1.00E-04	0.0515563
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0875437	1.00E-04	0.912256	1.00E-04	0.0858206	0.00143994	1.00E-04	0.0884653	0.824174	0.0867585	0.0064934	0.00220917	0.822165	0.082274	1.00E-04	0.0202504	1.00E-04	1.00E-04	0.0433769	0.00876325	0.00384704	0.923562	0.0484751	1.00E-04	0.0229164	0.896968	0.0028251	1.00E-04	0.00704986	0.021566	0.0243536	1.00E-04	1.00E-04	0.00301976	0.892377	0.014484	0.00660038	0.00768924	0.0512756
