k21	k22	k31	k32	k33	k41	k42	k43	k44	k51	k52	k53	k54	k55	k61	k62	k63	k64	k65	k66	k71	k72	k73	k74	k75	k76	k77	k81	k82	k83	k84	k85	k86	k87	k88	k91	k92	k93	k94	k95	k96	k97	k98	k99
0.986484	0.0135158	1.00E-04	0.493515	0.506385	0.211197	1.00E-04	0.300885	0.487818	0.00560501	1.00E-04	0.487961	0.208658	0.297676	0.0152642	1.00E-04	1.00E-04	0.289664	0.209898	0.484974	1.00E-04	1.00E-04	0.474017	0.120985	0.188651	1.00E-04	0.216046	0.0243722	1.00E-04	1.00E-04	0.203839	0.187472	0.474966	1.00E-04	0.109051	1.00E-04	1.00E-04	0.472658	1.00E-04	0.205409	0.111742	1.00E-04	0.187281	0.0225102
0.997589	0.00241058	1.00E-04	0.567694	0.432206	0.211595	1.00E-04	0.37663	0.411675	0.0196277	1.00E-04	0.409684	0.200682	0.369907	0.018247	1.00E-04	1.00E-04	0.368478	0.204349	0.408726	0.00786453	1.00E-04	0.390385	0.17006	0.187678	1.00E-04	0.243813	0.0118085	1.00E-04	0.00722256	0.233076	0.187535	0.392201	1.00E-04	0.167958	0.0119736	1.00E-04	0.395029	1.00E-04	0.233933	0.159075	1.00E-04	0.183841	0.0158482
0.985867	0.0141327	1.00E-04	0.494568	0.505332	0.184785	1.00E-04	0.328311	0.486804	0.012461	1.00E-04	0.483635	0.185519	0.318284	0.0173195	1.00E-04	1.00E-04	0.313936	0.184244	0.4843	0.00190093	1.00E-04	0.474674	0.13137	0.164692	1.00E-04	0.227163	0.0230669	1.00E-04	0.00105537	0.218786	0.162031	0.471749	1.00E-04	0.123112	0.000950073	1.00E-04	0.472094	1.00E-04	0.214774	0.120079	1.00E-04	0.166108	0.0256951
0.969072	0.0309284	1.00E-04	0.413385	0.586515	0.165137	1.00E-04	0.276991	0.557772	0.0145391	1.00E-04	0.55771	0.162564	0.265087	0.0233932	1.00E-04	1.00E-04	0.259063	0.16021	0.557135	0.0103055	1.00E-04	0.542351	0.129416	0.147723	1.00E-04	0.170005	0.0138063	1.00E-04	0.00794855	0.164288	0.147107	0.541987	1.00E-04	0.124662	0.0126797	1.00E-04	0.543667	1.00E-04	0.167966	0.117348	1.00E-04	0.144676	0.0133642
0.992535	0.00746461	1.00E-04	0.444877	0.555023	0.177698	1.00E-04	0.286437	0.535765	0.00343751	1.00E-04	0.538404	0.179648	0.27841	1.00E-04	1.00E-04	1.00E-04	0.283342	0.178316	0.538042	1.00E-04	1.00E-04	0.52399	0.11168	0.15765	1.00E-04	0.20638	0.0209803	1.00E-04	1.00E-04	0.194208	0.156514	0.519634	1.00E-04	0.108364	1.00E-04	1.00E-04	0.524223	1.00E-04	0.19179	0.112992	1.00E-04	0.153237	0.0173574
0.992037	0.0079632	1.00E-04	0.427301	0.572599	0.200329	1.00E-04	0.24311	0.556461	1.00E-04	1.00E-04	0.556004	0.201015	0.24278	1.00E-04	1.00E-04	1.00E-04	0.245576	0.197074	0.55705	1.00E-04	1.00E-04	0.548518	0.0754789	0.177022	1.00E-04	0.198682	0.0136121	1.00E-04	1.00E-04	0.193144	0.17653	0.54564	1.00E-04	0.0707734	1.00E-04	1.00E-04	0.549564	1.00E-04	0.18683	0.0712099	1.00E-04	0.173786	0.0182099
0.9999	0.0001	1.00E-04	0.445234	0.554667	0.201576	1.00E-04	0.26338	0.534944	1.00E-04	1.00E-04	0.538008	0.203327	0.258464	0.000193897	1.00E-04	1.00E-04	0.261468	0.204507	0.533631	1.00E-04	1.00E-04	0.52338	0.0963389	0.181278	1.00E-04	0.198704	0.0230995	1.00E-04	1.00E-04	0.182457	0.179111	0.519839	1.00E-04	0.095193	1.00E-04	1.00E-04	0.524728	1.00E-04	0.174185	0.0961226	1.00E-04	0.177757	0.0268074
0.98776	0.0122397	1.00E-04	0.432049	0.567851	0.1716	1.00E-04	0.278945	0.549355	1.00E-04	1.00E-04	0.553956	0.171172	0.274672	1.00E-04	1.00E-04	1.00E-04	0.277174	0.169343	0.553183	1.00E-04	1.00E-04	0.543013	0.10098	0.150028	1.00E-04	0.205679	0.00899604	1.00E-04	1.00E-04	0.201268	0.148507	0.539173	1.00E-04	0.101756	1.00E-04	1.00E-04	0.536726	1.00E-04	0.200373	0.0942887	1.00E-04	0.155802	0.0124105
0.994205	0.00579486	1.00E-04	0.468195	0.531705	0.184155	1.00E-04	0.300968	0.514777	0.0146072	1.00E-04	0.512708	0.186652	0.285933	0.0170394	1.00E-04	1.00E-04	0.285528	0.185856	0.511377	0.0016965	1.00E-04	0.496472	0.124227	0.169855	1.00E-04	0.207549	0.0315603	1.00E-04	1.00E-04	0.183943	0.167531	0.501766	1.00E-04	0.114901	1.00E-04	1.00E-04	0.499561	1.00E-04	0.178707	0.11673	1.00E-04	0.167738	0.0368646
0.995601	0.00439854	1.00E-04	0.42552	0.57438	0.159933	1.00E-04	0.285632	0.554335	0.0123269	1.00E-04	0.554681	0.163055	0.269837	0.0173853	1.00E-04	1.00E-04	0.271669	0.161674	0.549072	1.00E-04	1.00E-04	0.540269	0.110982	0.146188	1.00E-04	0.20226	0.0401455	1.00E-04	1.00E-04	0.170256	0.143322	0.536318	1.00E-04	0.109658	1.00E-04	1.00E-04	0.536643	1.00E-04	0.16522	0.108811	1.00E-04	0.146739	0.0421881
0.989328	0.010672	1.00E-04	0.491737	0.508164	0.207753	1.00E-04	0.30339	0.488757	0.0224278	1.00E-04	0.487374	0.205435	0.284663	0.0245362	1.00E-04	1.00E-04	0.284688	0.209552	0.481023	0.00787482	1.00E-04	0.476625	0.098028	0.186157	1.00E-04	0.231116	0.0387456	1.00E-04	0.00173903	0.207243	0.181615	0.478555	1.00E-04	0.0919021	0.00236317	1.00E-04	0.47916	1.00E-04	0.19987	0.0925715	1.00E-04	0.188079	0.0376561
0.984099	0.0159005	1.00E-04	0.348717	0.651183	0.134005	1.00E-04	0.23619	0.629705	0.00385937	1.00E-04	0.627766	0.140608	0.227667	0.00484119	1.00E-04	1.00E-04	0.234042	0.135552	0.625365	1.00E-04	1.00E-04	0.614171	0.0962924	0.117226	1.00E-04	0.172011	0.0202822	1.00E-04	1.00E-04	0.158767	0.118804	0.615282	1.00E-04	0.0865655	1.00E-04	1.00E-04	0.619598	1.00E-04	0.160063	0.0856311	1.00E-04	0.116137	0.0181709
0.974362	0.0256376	1.00E-04	0.419273	0.580627	0.157403	1.00E-04	0.280512	0.561985	0.0117062	1.00E-04	0.557989	0.161861	0.268343	0.0198994	1.00E-04	1.00E-04	0.268517	0.154215	0.557169	0.00319206	1.00E-04	0.549083	0.0999808	0.141366	1.00E-04	0.206178	0.0304426	1.00E-04	1.00E-04	0.19443	0.134661	0.544771	1.00E-04	0.0953954	1.00E-04	1.00E-04	0.547527	1.00E-04	0.192223	0.0929443	1.00E-04	0.136093	0.0308128
0.9999	0.0001	1.00E-04	0.544764	0.455136	0.207976	1.00E-04	0.348921	0.443003	0.0105731	1.00E-04	0.441667	0.210751	0.336909	0.00468297	1.00E-04	1.00E-04	0.339209	0.213776	0.442133	1.00E-04	1.00E-04	0.426559	0.127579	0.188735	1.00E-04	0.256827	0.0286866	1.00E-04	1.00E-04	0.240713	0.184618	0.428775	1.00E-04	0.116908	1.00E-04	1.00E-04	0.424473	1.00E-04	0.234941	0.116912	1.00E-04	0.190092	0.033182
0.9999	0.0001	1.00E-04	0.418274	0.581626	0.0216555	1.00E-04	0.410756	0.567488	0.0169642	1.00E-04	0.567639	0.0233575	0.39194	0.0158373	1.00E-04	1.00E-04	0.395999	0.0220705	0.565893	1.00E-04	1.00E-04	0.567621	0.0488343	1.00E-04	1.00E-04	0.383145	1.00E-04	1.00E-04	1.00E-04	0.400738	1.00E-04	0.567264	1.00E-04	0.0314975	9.99E-05	9.99E-05	0.572051	9.99E-05	0.393862	0.0334871	9.99E-05	9.99E-05	9.99E-05
0.982586	0.0174139	1.00E-04	0.364208	0.635692	0.0186384	1.00E-04	0.363194	0.618067	0.0260829	1.00E-04	0.607587	0.022807	0.343423	0.0219859	1.00E-04	1.00E-04	0.345841	0.0214953	0.610478	1.00E-04	1.00E-04	0.616922	0.0340111	1.00E-04	1.00E-04	0.348667	1.00E-04	1.00E-04	1.00E-04	0.363197	1.00E-04	0.617927	1.00E-04	0.0183766	1.00E-04	1.00E-04	0.623773	1.00E-04	0.357881	0.0177464	1.00E-04	1.00E-04	1.00E-04
0.9999	0.0001	1.00E-04	0.42651	0.57339	0.0154846	1.00E-04	0.423703	0.560712	0.00574286	1.00E-04	0.565033	0.0168565	0.412267	0.0099845	1.00E-04	1.00E-04	0.412301	0.0162743	0.56124	1.00E-04	1.00E-04	0.552412	0.0653777	1.00E-04	1.00E-04	0.38181	1.00E-04	1.00E-04	1.00E-04	0.385674	1.00E-04	0.558661	1.00E-04	0.0551648	9.99E-05	9.99E-05	0.558275	9.99E-05	0.386134	0.0549919	9.99E-05	9.99E-05	9.99E-05
0.9999	0.0001	1.00E-04	0.600249	0.399651	0.0324845	1.00E-04	0.582607	0.384808	0.0196773	1.00E-04	0.390878	0.0384537	0.550891	0.0211639	1.00E-04	1.00E-04	0.549314	0.0402441	0.389078	1.00E-04	1.00E-04	0.384791	0.0802052	1.00E-04	1.00E-04	0.534604	1.00E-04	1.00E-04	1.00E-04	0.539861	1.00E-04	0.395088	1.00E-04	0.064551	9.99E-05	9.99E-05	0.397568	9.99E-05	0.541173	0.0606602	9.99E-05	9.99E-05	9.99E-05
0.9999	0.0001	1.00E-04	0.541805	0.458095	0.0269174	1.00E-04	0.523871	0.449111	0.0175865	1.00E-04	0.451174	0.0316954	0.499444	0.0190309	1.00E-04	1.00E-04	0.496987	0.0324715	0.451311	1.00E-04	1.00E-04	0.448606	0.0827305	1.00E-04	1.00E-04	0.468264	1.00E-04	1.00E-04	1.00E-04	0.477917	1.00E-04	0.453636	1.00E-04	0.0679473	1.00E-04	1.00E-04	0.44947	1.00E-04	0.482577	0.0664268	1.00E-04	1.00E-04	0.00102654
0.995609	0.00439051	1.00E-04	0.506391	0.493509	0.037165	1.00E-04	0.481809	0.480926	0.0312894	1.00E-04	0.482467	0.0327202	0.453424	0.0282371	1.00E-04	1.00E-04	0.456219	0.0407867	0.474557	1.00E-04	1.00E-04	0.474243	0.0886341	1.00E-04	1.00E-04	0.436723	0.000409404	1.00E-04	1.00E-04	0.444921	1.00E-04	0.481537	1.00E-04	0.0727322	0.00448914	1.00E-04	0.484957	1.00E-04	0.435761	0.0742134	1.00E-04	1.00E-04	0.000179056
0.991964	0.00803577	1.00E-04	0.507509	0.492391	0.0510885	1.00E-04	0.468682	0.480129	0.0376601	1.00E-04	0.481216	0.0514668	0.429557	0.0335889	1.00E-04	1.00E-04	0.434188	0.0506299	0.481393	1.00E-04	1.00E-04	0.492916	0.016817	0.00095604	1.00E-04	0.489011	1.00E-04	1.00E-04	0.00242853	0.496239	1.00E-04	0.498823	1.00E-04	0.00210945	0.00717163	1.00E-04	0.498797	1.00E-04	0.49151	0.00181566	1.00E-04	0.000107913	0.000298206
0.970218	0.0297818	1.00E-04	0.488962	0.510938	0.0632758	1.00E-04	0.438441	0.498183	0.0528641	1.00E-04	0.493016	0.0560942	0.397926	0.0535364	1.00E-04	1.00E-04	0.403145	0.0585325	0.484586	0.0108502	1.00E-04	0.507648	0.0137767	0.0104219	1.00E-04	0.457103	1.00E-04	1.00E-04	0.0189496	0.466409	0.0080082	0.506234	1.00E-04	1.00E-04	0.0237921	1.00E-04	0.506964	1.00E-04	0.457973	1.00E-04	0.000667356	0.0102032	1.00E-04
0.9999	0.0001	1.00E-04	0.571306	0.428594	0.0653732	1.00E-04	0.515289	0.419238	0.0379142	1.00E-04	0.414029	0.0653518	0.482605	0.0351268	1.00E-04	1.00E-04	0.486135	0.0680249	0.410513	1.00E-04	1.00E-04	0.431128	0.0167143	0.0135158	1.00E-04	0.538342	1.00E-04	1.00E-04	0.000723418	0.554081	0.00528742	0.439508	1.00E-04	1.00E-04	0.000767267	1.00E-04	0.437365	1.00E-04	0.553316	1.00E-04	1.00E-04	0.00805142	1.00E-04
0.9999	0.0001	1.00E-04	0.617217	0.382683	0.0554725	1.00E-04	0.567041	0.377386	0.0229263	1.00E-04	0.378342	0.0556181	0.543014	0.0226597	1.00E-04	1.00E-04	0.540569	0.0576238	0.378947	1.00E-04	1.00E-04	0.390377	0.00910396	1.00E-04	1.00E-04	0.600119	9.99E-05	9.99E-05	9.99E-05	0.604487	9.99E-05	0.394913	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.39739	9.99E-05	0.601911	9.99E-05	9.99E-05	9.99E-05	9.99E-05
0.14399	0.85601	0.856783	0.129256	0.0139603	0.154771	0.829389	0.00932242	0.00651806	0.0695158	0.763061	0.0100575	0.125797	0.0315682	1.00E-04	0.983921	0.0156791	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.982188	1.00E-04	1.00E-04	1.00E-04	0.0173118	1.00E-04	9.99E-05	0.981264	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.0181363	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.977811	9.99E-05	9.99E-05	0.0214898	9.99E-05	9.99E-05
0.141002	0.858998	0.863775	0.121486	0.0147387	0.147998	0.833443	0.00932463	0.00923519	0.0642114	0.768683	0.0144842	0.121057	0.0315652	1.00E-04	0.987157	0.0124426	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.986774	1.00E-04	1.00E-04	1.00E-04	0.012726	1.00E-04	9.99E-05	0.985844	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.0135564	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.980253	9.99E-05	9.99E-05	0.0190475	9.99E-05	9.99E-05
0.140197	0.859803	0.864316	0.123754	0.0119296	0.151499	0.83496	0.00527624	0.00826546	0.0690239	0.768705	0.0115828	0.124249	0.0264392	1.00E-04	0.980221	0.0193788	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.979328	1.00E-04	1.00E-04	1.00E-04	0.0201724	1.00E-04	9.99E-05	0.981868	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.0175328	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.976102	9.99E-05	9.99E-05	0.0231981	9.99E-05	9.99E-05
0.137021	0.862979	0.861567	0.125303	0.0131299	0.156515	0.831939	0.00450497	0.00704104	0.0643394	0.768853	0.0113387	0.124519	0.0309504	1.00E-04	0.985599	0.0140007	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.986397	1.00E-04	1.00E-04	1.00E-04	0.013103	1.00E-04	9.99E-05	0.985291	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.0141098	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.98052	9.99E-05	9.99E-05	0.0187809	9.99E-05	9.99E-05
0.140439	0.859561	0.860682	0.121672	0.0176467	0.156248	0.833731	0.00311295	0.00690807	0.0653474	0.766609	0.0127282	0.129757	0.0255588	1.00E-04	0.985179	0.0144216	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.983858	1.00E-04	1.00E-04	1.00E-04	0.0156418	1.00E-04	9.99E-05	0.983976	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.0154246	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.977594	9.99E-05	9.99E-05	0.0217069	9.99E-05	9.99E-05
0.141297	0.858703	0.861136	0.120961	0.0179034	0.154756	0.832053	0.00483955	0.00835085	0.06741	0.766515	0.0156305	0.122654	0.0277907	1.00E-04	0.979167	0.020433	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.979307	1.00E-04	1.00E-04	1.00E-04	0.0201929	1.00E-04	9.99E-05	0.980157	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.0192436	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.97282	9.99E-05	9.99E-05	0.0264807	9.99E-05	9.99E-05
0.132669	0.867331	0.871725	0.118603	0.00967189	0.148212	0.8423	0.00726666	0.00222148	0.0658164	0.776883	0.00668062	0.123055	0.0275648	1.00E-04	0.983492	0.0161083	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.982612	1.00E-04	1.00E-04	1.00E-04	0.0168884	1.00E-04	9.99E-05	0.983021	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.0163793	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.978215	9.99E-05	9.99E-05	0.021085	9.99E-05	9.99E-05
0.141857	0.858143	0.860063	0.124624	0.0153135	0.152802	0.831163	0.0100529	0.00598187	0.0698158	0.76479	0.0119254	0.121609	0.0318603	1.00E-04	0.978163	0.0214374	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.977232	1.00E-04	1.00E-04	1.00E-04	0.0222683	1.00E-04	9.99E-05	0.97736	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.0220406	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.97156	9.99E-05	9.99E-05	0.0277408	9.99E-05	9.99E-05
0.141876	0.858124	0.858754	0.121941	0.0193042	0.147972	0.832546	0.00650542	0.0129772	0.0710113	0.764471	0.0172802	0.12066	0.0265777	1.00E-04	0.975115	0.0244849	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.974095	1.00E-04	1.00E-04	1.00E-04	0.025405	1.00E-04	9.99E-05	0.973135	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.026265	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.97005	9.99E-05	9.99E-05	0.0292507	9.99E-05	9.99E-05
0.142358	0.857642	0.858563	0.12954	0.0118974	0.148246	0.832771	0.0129371	0.0060458	0.070611	0.764582	0.00916503	0.121504	0.0341379	1.00E-04	0.981268	0.0183325	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.980507	1.00E-04	1.00E-04	1.00E-04	0.0189935	1.00E-04	9.99E-05	0.980371	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.0190292	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.975068	9.99E-05	9.99E-05	0.0242327	9.99E-05	9.99E-05
0.137322	0.862678	0.863902	0.120616	0.0154828	0.146216	0.837476	0.00901103	0.00729636	0.0673025	0.770407	0.0114813	0.12067	0.0301388	1.00E-04	0.994127	0.0054731	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.994112	1.00E-04	1.00E-04	1.00E-04	0.00538862	1.00E-04	9.99E-05	0.994868	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.00453281	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.98782	9.99E-05	9.99E-05	0.0114809	9.99E-05	9.99E-05
0.135949	0.864051	0.864395	0.115132	0.020473	0.1466	0.838516	0.0041402	0.0107432	0.0708237	0.769489	0.0178569	0.11935	0.0224813	1.00E-04	0.979687	0.0199134	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.980211	1.00E-04	1.00E-04	1.00E-04	0.0192893	1.00E-04	9.99E-05	0.980579	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.0188218	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.97544	9.99E-05	9.99E-05	0.0238602	9.99E-05	9.99E-05
0.13598	0.86402	0.865364	0.118721	0.0159151	0.152033	0.836051	0.00450624	0.00740984	0.0723106	0.771323	0.0126639	0.120311	0.0233915	1.00E-04	0.986185	0.0134149	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.987469	1.00E-04	1.00E-04	1.00E-04	0.0120312	1.00E-04	9.99E-05	0.985901	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.0134993	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.981104	9.99E-05	9.99E-05	0.0181965	9.99E-05	9.99E-05
0.140785	0.859215	0.859956	0.12537	0.0146746	0.152473	0.833553	0.00592635	0.00804744	0.0668925	0.766152	0.0132093	0.123924	0.0298212	1.00E-04	0.986104	0.0134957	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.986648	1.00E-04	1.00E-04	1.00E-04	0.0128518	1.00E-04	9.99E-05	0.985316	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.0140848	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.980179	9.99E-05	9.99E-05	0.0191215	9.99E-05	9.99E-05
0.145955	0.854045	0.855871	0.126984	0.0171446	0.145151	0.830102	0.0171506	0.00759617	0.072334	0.763755	0.00996135	0.121651	0.0322989	1.00E-04	0.972431	0.0271688	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.973183	1.00E-04	1.00E-04	1.00E-04	0.0263172	1.00E-04	9.99E-05	0.972769	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.026631	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.966926	9.99E-05	9.99E-05	0.032374	9.99E-05	9.99E-05
0.135869	0.864131	0.864818	0.122812	0.0123702	0.150228	0.838111	0.00543562	0.00622594	0.0662504	0.769864	0.0122276	0.122848	0.0288097	1.00E-04	0.991933	0.00766677	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.992091	1.00E-04	1.00E-04	1.00E-04	0.00740919	1.00E-04	9.99E-05	0.991633	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.00776687	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.985582	9.99E-05	9.99E-05	0.0137182	9.99E-05	9.99E-05
0.135436	0.864564	0.867437	0.121971	0.0105919	0.14824	0.838676	0.00578321	0.00730092	0.0709614	0.771599	0.00875435	0.120297	0.0283882	1.00E-04	0.984382	0.0152181	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.985753	1.00E-04	1.00E-04	1.00E-04	0.0137472	1.00E-04	9.99E-05	0.983341	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.016059	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.978827	9.99E-05	9.99E-05	0.0204736	9.99E-05	9.99E-05
0.126985	0.873015	0.873977	0.115417	0.0106065	0.152571	0.844089	1.00E-04	0.0032403	0.0641214	0.779194	0.0100566	0.121435	0.025193	1.00E-04	0.9995	1.00E-04	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.9994	1.00E-04	1.00E-04	1.00E-04	1.00E-04	1.00E-04	9.99E-05	0.998726	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.000674225	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.993315	9.99E-05	9.99E-05	0.00598574	9.99E-05	9.99E-05
0.137233	0.862767	0.865353	0.12601	0.00863649	0.149459	0.838406	0.00792407	0.00421031	0.0681418	0.769962	0.00717292	0.121365	0.0333586	1.00E-04	0.986788	0.012812	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.98676	1.00E-04	1.00E-04	1.00E-04	0.0127403	1.00E-04	9.99E-05	0.98648	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.01292	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.979991	9.99E-05	9.99E-05	0.0193093	9.99E-05	9.99E-05
0.135674	0.864326	0.864367	0.124645	0.0109877	0.150962	0.840336	0.00375719	0.00494481	0.0703258	0.771273	0.00653322	0.122775	0.029093	1.00E-04	0.974273	0.0253272	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.975844	1.00E-04	1.00E-04	1.00E-04	0.023656	1.00E-04	9.99E-05	0.97432	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.0250799	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.967965	9.99E-05	9.99E-05	0.0313352	9.99E-05	9.99E-05
0.132674	0.867326	0.870937	0.115659	0.0134039	0.154425	0.840179	1.00E-04	0.00529573	0.0632201	0.775586	0.0117661	0.123885	0.0255425	1.00E-04	0.989091	0.0105089	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.987366	1.00E-04	1.00E-04	1.00E-04	0.012134	1.00E-04	9.99E-05	0.987626	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.0117748	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.980868	9.99E-05	9.99E-05	0.0184323	9.99E-05	9.99E-05
0.143147	0.856853	0.861277	0.128242	0.0104816	0.154261	0.831954	0.0127094	0.00107595	0.0680461	0.765906	0.00350164	0.126597	0.0359491	1.00E-04	0.988199	0.011401	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.988339	1.00E-04	1.00E-04	1.00E-04	0.0111614	1.00E-04	9.99E-05	0.987272	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.0121285	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.982324	9.99E-05	9.99E-05	0.016976	9.99E-05	9.99E-05
0.14311	0.85689	0.858435	0.131549	0.0100165	0.143766	0.83215	0.020028	0.00405608	0.0787976	0.765793	0.00352986	0.114889	0.0369897	1.00E-04	0.980423	0.0191776	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.981877	1.00E-04	1.00E-04	1.00E-04	0.0176235	1.00E-04	9.99E-05	0.979911	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.0194889	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.974909	9.99E-05	9.99E-05	0.0243916	9.99E-05	9.99E-05
0.128289	0.871711	0.870134	0.116788	0.0130775	0.151446	0.843321	1.00E-04	0.00513294	0.0656537	0.776788	0.010408	0.122668	0.0244823	1.00E-04	0.992919	0.00668089	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.993408	1.00E-04	1.00E-04	1.00E-04	0.00609188	1.00E-04	9.99E-05	0.99258	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.00682007	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.987006	9.99E-05	9.99E-05	0.0122945	9.99E-05	9.99E-05
0.135849	0.864151	0.866503	0.123233	0.0102633	0.146272	0.840226	0.0106272	0.00287534	0.0677854	0.772457	0.0051157	0.116799	0.0378426	1.00E-04	0.983192	0.0164085	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.984284	1.00E-04	1.00E-04	1.00E-04	0.015216	1.00E-04	9.99E-05	0.982484	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.016916	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.975486	9.99E-05	9.99E-05	0.0238143	9.99E-05	9.99E-05
0.135688	0.864312	0.866274	0.12513	0.00859595	0.152075	0.837214	0.0106109	1.00E-04	0.07208	0.771085	0.00590616	0.125416	0.0255129	1.00E-04	0.988094	0.0115066	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.987285	1.00E-04	1.00E-04	1.00E-04	0.0122155	1.00E-04	9.99E-05	0.986617	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.0127836	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.980935	9.99E-05	9.99E-05	0.0183652	9.99E-05	9.99E-05
0.132672	0.867328	0.86891	0.123751	0.00733863	0.148447	0.842631	0.00882184	1.00E-04	0.0697576	0.775917	0.00262297	0.120676	0.0310262	1.00E-04	0.989957	0.00964348	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.990913	1.00E-04	1.00E-04	1.00E-04	0.00858767	1.00E-04	9.99E-05	0.98825	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.0111505	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.981289	9.99E-05	9.99E-05	0.0180117	9.99E-05	9.99E-05
